cuerpo,detalle,fecha,id,id_comision,id_proyecto,tipo
CSS,Entrada a Cámara de Senadores.,2017-04-27,10,,134583,CAMARA_ENTRADA
CSS,"Discusión. Tomo:564 Página:454 Diario:12          Intervenciones: Amorín, José  Pag. ini:456 Pag. fin:457
De León, Leonardo  Pag. ini:454 Pag. fin:454
De León, Leonardo  Pag. ini:463 Pag. fin:463
Delgado, Alvaro  Pag. ini:454 Pag. fin:455
García, Javier  Pag. ini:461 Pag. fin:462
Heber, Luis Alberto  Pag. ini:457 Pag. fin:458
Lacalle Pou, Luis Alberto  Pag. ini:463 Pag. fin:463
Martínez Huelmo, Rubén  Pag. ini:459 Pag. fin:459
Michelini, Rafael  Pag. ini:455 Pag. fin:456
Otheguy Vega, Marcos Javier  Pag. ini:455 Pag. fin:455
Passada, Ivonne  Pag. ini:460 Pag. fin:460
Payssé, Daniela  Pag. ini:459 Pag. fin:460
Pintado, Enrique  Pag. ini:457 Pag. fin:457
Xavier, Mónica  Pag. ini:458 Pag. fin:459",2017-05-09,11,1044.0,134583,
CSS,"Se aprueba Resolución. Tomo:564 Página:463 Diario:12          Moción del Senador Leonardo De León para que se incluya como primer punto del orden del día de la sesión ordinaria del martes 16.-
(28 en 29).-",2017-05-09,12,,134583,CAMARA_APRUEBA
CSS,"Fundamento de voto. Tomo:564 Página:460 Diario:12          Intervenciones: Lorier, Eduardo  Pag. ini:461 Pag. fin:461
Moreira, Constanza  Pag. ini:460 Pag. fin:461
Mujica, José  Pag. ini:463 Pag. fin:463
Otheguy Vega, Marcos Javier  Pag. ini:462 Pag. fin:462",2017-05-09,13,6661.0,134583,
CSS,"Discusión. Tomo:564 Página:535 Diario:15          Se vota afirmativamente remitir las palabras vertidas en sala al MDN, Ministerio del Interior,  personal de las FFAA, al policial, al directorio de OSE y a la ONU en Uruguay, (28 en 28, unanimidad).- Intervenciones: Coutinho Rodríguez, Germán  Pag. ini:541 Pag. fin:542
García, Javier  Pag. ini:535 Pag. fin:538
Larrañaga, Jorge  Pag. ini:544 Pag. fin:546
Martínez Huelmo, Rubén  Pag. ini:546 Pag. fin:548
Mieres, Pablo  Pag. ini:542 Pag. fin:544
Xavier, Mónica  Pag. ini:538 Pag. fin:541",2017-05-16,14,9969.0,134583,
CSS,Entrada a Cámara de Senadores.,2017-12-06,15,,137830,CAMARA_ENTRADA
CSS,Se da cuenta al Cuerpo y pasa a comisión. Tomo:575 Página:406 Diario:47          EDUCACIÓN Y CULTURA,2017-12-06,16,317.0,137830,PASE_COMISION
CSS,"Se ordena distribuido. EDUCACIÓN Y CULTURA Dist.1662/0 - Proyecto de ley con exposición de motivos presentado por
  varios señores Senadores 
- Disposiciones citadas",2017-12-11,17,317.0,137830,
CSS,Se da cuenta en comisión. EDUCACIÓN Y CULTURA Nro. de Acta: 52.  Versión Taquigráfica: 1675,2017-12-13,18,317.0,137830,COMISION_ENTRADA
CSS,"Comisión aprueba proyecto. EDUCACIÓN Y CULTURA Nro. de Acta: 53.  Informantes: -Informe verbal.. Informante: Carrera Leal, Charles Se vota. 6/6. Afirmativa. Unanimidad.",2017-12-20,19,317.0,137830,COMISION_APRUEBA
CSS,Se eleva a Secretaría,2017-12-20,20,,137830,
CSS,"Se distribuye repartido. Rep.590/0   PDF    ELECCIONES UNIVERSITARIAS. SE MODIFICAN DISPOSICIONES DE LA LEY Nº 15.739, DE 28 DE MARZO DE 1985


Rep.590/1   PDF    ELECCIONES UNIVERSITARIAS. SE MODIFICAN DISPOSICIONES DE LA LEY Nº 15.739, DE 28 DE MARZO DE 1985",2017-12-20,21,,137830,
CSS,Se da cuenta en sala informe de comisión. Tomo:577 Página:208 Diario:52          EDUCACIÓN Y CULTURA,2017-12-21,22,317.0,137830,COMISION_INFORMA
CSS,"Discusión general. Tomo:577 Página:237 Diario:52          Se vota afirmativamente, (24 en 25).- Intervenciones: Asiaín, Carmen  Pag. ini:238 Pag. fin:238
Carrera Leal, Charles  Pag. ini:237 Pag. fin:237
García, Javier  Pag. ini:237 Pag. fin:238
García, Javier  Pag. ini:239 Pag. fin:239
Michelini, Rafael  Pag. ini:238 Pag. fin:238
Xavier, Mónica  Pag. ini:239 Pag. fin:239",2017-12-21,23,10282.0,137830,CAMARA_DISCUCION
CSS,"Discusión particular. Tomo:577 Página:239 Diario:52          Artículo 1º.- Se vota afirmativamente, (26 en 26, unanimidad).-
Artículo 2º.- Se vota afirmativamente, (26 en 26, unanimidad).-
Aditivo propuesto para el artículo 2º.- Se vota afirmativamente,(26 en 26, unanimidad).-
Últimos cinco incisos del artículo 2º.-  Se votan afirmativamente, (25 en 26).-",2017-12-21,24,,137830,CAMARA_DISCUCION
CSS,Fundamento de voto de discusión particular. Tomo:577 Página:243 Diario:52,2017-12-21,25,,137830,
CSS,C.SS. sanciona. Tomo:577 Página:240 Diario:52,2017-12-21,26,,137830,CAMARA_APRUEBA
CRR,Entrada a Cámara de Representantes.,2018-02-07,27,,137830,CAMARA_ENTRADA
CRR,Se da cuenta al Cuerpo y pasa a comisión. Tomo:0 Página:7 Diario:4145          EDUCACIÓN Y CULTURA,2018-02-07,28,211.0,137830,PASE_COMISION
CRR,Se distribuye repartido. Rep.891/0   PDF    ELECCIONES EN LA UNIVERSIDAD DE LA REPÚBLICA. Modificación de los artículos 29 y 30 de la Ley Nº 15.739.,2018-02-07,29,,137830,
CRR,Div.Comisiones envía a la Comisión. EDUCACIÓN Y CULTURA,2018-02-07,30,211.0,137830,COMISION_ENTRADA
CRR,Div.Comisiones recibe de la Comisión. EDUCACIÓN Y CULTURA,2018-03-06,31,211.0,137830,
CRR,"Div.Comisiones envía a la Comisión. CONSTITUCIÓN, CÓDIGOS, LEGISLACIÓN GENERAL Y ADMINISTRACIÓN",2018-03-06,32,75.0,137830,COMISION_ENTRADA
CRR,"Rectificación del trámite. Tomo:0 Página:45 Diario:4148          CONSTITUCIÓN, CÓDIGOS, LEGISLACIÓN GENERAL Y ADMINISTRACIÓN",2018-03-06,33,75.0,137830,
CRR,"Se da cuenta en comisión. CONSTITUCIÓN, CÓDIGOS, LEGISLACIÓN GENERAL Y ADMINISTRACIÓN Nro. de Acta: 88.  Versión Taquigráfica: 1435",2018-03-07,34,75.0,137830,COMISION_ENTRADA
CRR,"Comisión aprueba proyecto. CONSTITUCIÓN, CÓDIGOS, LEGISLACIÓN GENERAL Y ADMINISTRACIÓN Nro. de Acta: 88.  Versión Taquigráfica: 1435 Informantes: -Informe escrito.. Informante: de los Santos Severgnini, Darcy Amaury. Firmante: Correa, Catalina; Pasquet Iribarne, Ope; Iturralde Viñas, Pablo; Mahía, José Carlos; Abdala, Pablo; Goñi Reyes, Rodrigo; Bottino, Cecilia; Radío, Daniel; González, Pablo; Gelman, Macarena Se aprueba, sin modificaciones, en el entendido de que en el tercer inciso del artículo 2º hay un error tipográfico, que se salvará debidamente.",2018-03-07,35,75.0,137830,COMISION_APRUEBA
CRR,"Moción de urgencia. Tomo:0 Página:21 Diario:4149          Intervenciones: Abdala, Pablo  Pag. ini:21 Pag. fin:21
Montaner Formoso, Susana  Pag. ini:21 Pag. fin:21
Penadés, Gustavo  Pag. ini:21 Pag. fin:21
Varela Nestier, Carlos  Pag. ini:21 Pag. fin:21",2018-03-07,36,3062.0,137830,CAMARA_URGENCIA
CRR,"Discusión general. Tomo:0 Página:22 Diario:4149          Intervenciones: Abdala, Pablo  Pag. ini:22 Pag. fin:24
de los Santos Severgnini, Darcy Amaury  Pag. ini:22 Pag. fin:22",2018-03-07,37,3062.0,137830,CAMARA_DISCUCION
CRR,Discusión particular. Tomo:0 Página:24 Diario:4149,2018-03-07,38,,137830,CAMARA_DISCUCION
CRR,Fundamento de voto. Tomo:0 Página:24 Diario:4149,2018-03-07,39,,137830,
CRR,C.RR. sanciona. Tomo:0 Página:24 Diario:4149,2018-03-07,40,,137830,CAMARA_APRUEBA
CRR,Poder Ejecutivo promulga.  Ley Nro:  19601,2018-03-16,41,,137830,PROMULGA_PE
CRR,Recepción por parte de Archivo.  Folios: 21,2018-05-02,42,,137830,PASE_ARCHIVO
CSS,Entrada a Cámara de Senadores.,2017-11-07,43,,137375,CAMARA_ENTRADA
CSS,Se da cuenta al Cuerpo y pasa a comisión. Tomo:573 Página:285 Diario:39          EDUCACIÓN Y CULTURA,2017-11-07,44,317.0,137375,PASE_COMISION
CSS,Se ordena distribuido. EDUCACIÓN Y CULTURA Dist.1581/0,2017-11-07,45,317.0,137375,
CSS,Se da cuenta en comisión. EDUCACIÓN Y CULTURA Nro. de Acta: 49.  Versión Taquigráfica: 1584,2017-11-08,46,317.0,137375,COMISION_ENTRADA
CSS,Tratamiento en comisión. EDUCACIÓN Y CULTURA Nro. de Acta: 49.  Versión Taquigráfica: 1584,2017-11-08,47,317.0,137375,COMISION_TRATAMIENTO
CSS,"Comisión aprueba proyecto. EDUCACIÓN Y CULTURA Nro. de Acta: 49.  Versión Taquigráfica: 1584 Informantes: -Informe verbal.. Informante: Moreira, Constanza Se vota. 4/4. Afirmativa. Unanimidad.",2017-11-08,48,317.0,137375,COMISION_APRUEBA
CSS,"Se ordena distribuido. EDUCACIÓN Y CULTURA Dist.1584/0 Versión taguigráfica de la sesión del día 8 de noviembre de 2017. Concurren: Por la Comisión Nacional para la Educación en Derechos Humanos: licenciada Fernanda Blanco y profesora Verónica Massa (representantes de ANEP), licenciada Macarena Gómez (representante del MEC), doctora Luján Criado (representante de UDELAR) y profesor Fernando Willat (representante de la Secretaría de Derechos Humanos de la Presidencia de la República). 
Por la Asociación Coral “Guarda e Passa”: señor Luis Aramis Suárez (Presidente), señoras Mercedes Araújo y Susana Bastos y señores Danilo Lima y Jorge Scorza (integrantes de la Comisión Directiva).",2017-11-08,49,317.0,137375,
CSS,Se eleva a Secretaría,2017-11-09,50,,137375,
CSS,Se distribuye repartido. Rep.540/0   PDF    INGENIERO ELADIO DIESTE SAN MARTÍN. SE DECLARA DE INTERÉS NACIONAL LA CONMEMORACIÓN DEL CENTENARIO DE SU NACIMIENTO.,2017-11-09,51,,137375,
CSS,Se da cuenta en sala informe de comisión. Tomo:573 Página:384 Diario:41          EDUCACIÓN Y CULTURA,2017-11-14,52,317.0,137375,COMISION_INFORMA
CSS,"Discusión general. Tomo:574 Página:536 Diario:43          Se vota afirmativamente, (22 en 22, UNANIMIDAD).- Intervenciones: Ayala, Patricia  Pag. ini:537 Pag. fin:538
Baráibar, Carlos  Pag. ini:537 Pag. fin:537
Mieres, Pablo  Pag. ini:538 Pag. fin:539
Moreira, Constanza  Pag. ini:536 Pag. fin:537",2017-11-22,53,9900.0,137375,CAMARA_DISCUCION
CSS,"Discusión particular. Tomo:574 Página:539 Diario:43          Se vota afirmativamente, (23 en 23, UNANIMIDAD).-",2017-11-22,54,,137375,CAMARA_DISCUCION
CSS,C.SS. sanciona. Tomo:574 Página:549 Diario:43,2017-11-22,55,,137375,CAMARA_APRUEBA
CRR,Entrada a Cámara de Representantes.,2017-12-05,56,,137375,CAMARA_ENTRADA
CRR,Se da cuenta al Cuerpo y pasa a comisión. Tomo:0 Página:6 Diario:4137          EDUCACIÓN Y CULTURA,2017-12-05,57,211.0,137375,PASE_COMISION
CRR,Se distribuye repartido. Rep.856/0   PDF    INGENIERO ELADIO DIESTE SAINT MARTIN. Se declara de interés nacional la conmemoración del centenario de su nacimiento.,2017-12-05,58,,137375,
CRR,Div.Comisiones envía a la Comisión. EDUCACIÓN Y CULTURA,2017-12-05,59,211.0,137375,COMISION_ENTRADA
CRR,Se da cuenta en comisión. EDUCACIÓN Y CULTURA Nro. de Acta: 65.  Versión Taquigráfica: 1394,2017-12-13,60,211.0,137375,COMISION_ENTRADA
CRR,"Comisión aprueba texto originario. EDUCACIÓN Y CULTURA Nro. de Acta: 65.  Versión Taquigráfica: 1394 Informantes: -Informe escrito.. Informante: Sabini, Sebastián. Firmante: Méndez, Aníbal; Barros Pereira, Eduardo; Sención Corbo, Enrique Hugo; Bianchi, Graciela",2017-12-13,61,211.0,137375,COMISION_APRUEBA
CRR,Se distribuye repartido. Rep.856/1   PDF    INGENIERO ELADIO DIESTE SAINT MARTIN. Se declara de interés nacional la conmemoración del centenario de su nacimiento. Informe.,2017-12-13,62,,137375,
CRR,Div.Comisiones eleva.,2017-12-13,63,,137375,
CRR,Se da cuenta en sala informe de comisión. Tomo:0 Página:5 Diario:4143          EDUCACIÓN Y CULTURA,2017-12-14,64,211.0,137375,COMISION_INFORMA
CRR,"Discusión general. Tomo:0 Página:51 Diario:4153          Intervenciones: Carrasco Briozzo, Andrés  Pag. ini:52 Pag. fin:52
Ríos, Silvio  Pag. ini:51 Pag. fin:52
Sabini, Sebastián  Pag. ini:51 Pag. fin:51
Secco Rodríguez, Gonzalo  Pag. ini:52 Pag. fin:52",2018-04-03,65,11819.0,137375,CAMARA_DISCUCION
CRR,Discusión particular. Tomo:0 Página:52 Diario:4153,2018-04-03,66,,137375,CAMARA_DISCUCION
CRR,C.RR. sanciona. Tomo:0 Página:53 Diario:4153,2018-04-03,67,,137375,CAMARA_APRUEBA
CRR,Poder Ejecutivo promulga.  Ley Nro:  19605,2018-04-09,68,,137375,PROMULGA_PE
CRR,Recepción por parte de Archivo.  Folios: 8,2018-05-02,69,,137375,PASE_ARCHIVO
CSS,Entrada a Cámara de Senadores.,2016-10-27,70,,132308,CAMARA_ENTRADA
CSS,Se da cuenta al Cuerpo y pasa a comisión. Tomo:557 Página:566 Diario:39          CONSTITUCIÓN Y LEGISLACIÓN,2016-10-27,71,311.0,132308,PASE_COMISION
CSS,Se da cuenta en comisión. CONSTITUCIÓN Y LEGISLACIÓN Nro. de Acta: 49.  Versión Taquigráfica: 1018,2016-11-01,72,311.0,132308,COMISION_ENTRADA
CSS,Se ordena distribuido. CONSTITUCIÓN Y LEGISLACIÓN Dist.1015/0,2016-11-10,73,311.0,132308,
CSS,Por resolución del Cuerpo continúa en Comisión. Tomo:563 Página:155 Diario:4          CONSTITUCIÓN Y LEGISLACIÓN Se vota afirmativamente (18 en 20).-,2017-03-15,74,311.0,132308,
CSS,Entrada a Cámara de Senadores.,2017-06-13,75,,135267,CAMARA_ENTRADA
CSS,Se da cuenta al Cuerpo. Tomo:565 Página:288 Diario:19,2017-06-14,76,,135267,
CSS,"Integración. Tomo:565 Página:288 Diario:19           : Mieres Gómez, Pablo; Martínez Huelmo, Rubén Waldemar; Pintado, Enrique Manuel",2017-06-14,77,,135267,
CSS,"Se ordena distribuido. Preinvestigadora: presuntos financiamientos ilegales a sectores políticos Dist.1317/0 Texto de la denuncia presentada por las señoras Senadoras Verónica Alonso y Carol Aviaga y los señores Senadores José Amorín Batlle, Guillermo Besozzi, Pedro Bordaberry, 
Daniel Bianchi, Carlos Camy, Álvaro Delgado, Javier García, Luis Alberto Heber, Luis Lacalle Pou, Jorge Larrañaga, Pablo Mieres y Jorge Saravia.-",2017-06-14,78,1144.0,135267,
CSS,Tratamiento en comisión. Preinvestigadora: presuntos financiamientos ilegales a sectores políticos Nro. de Acta: 1.  Versión Taquigráfica: 1331 Se recibe al señor Senador Luis Alberto Heber.,2017-06-15,79,1144.0,135267,COMISION_TRATAMIENTO
CSS,Se ordena distribuido. Preinvestigadora: presuntos financiamientos ilegales a sectores políticos Dist.1331/0 Versión taquigráfica de la sesión del día 15 de junio de 2017. Concurre: Señor Senador Luis Alberto Heber.-,2017-06-15,80,1144.0,135267,
CSS,"Comisión adopta resolución. Preinvestigadora: presuntos financiamientos ilegales a sectores políticos Nro. de Acta: 2.  Versión Taquigráfica: 1334 Informantes: -Informe en mayoría escrito.. Informante: Martínez Huelmo, Rubén -Informe en minoría escrito.. Informante: Mieres, Pablo",2017-06-16,81,1144.0,135267,
CSS,"Se ordena distribuido. Preinvestigadora: presuntos financiamientos ilegales a sectores políticos Dist.1334/0 Versión taquigráfica de la sesión del día
16 de junio de 2017.-",2017-06-16,82,1144.0,135267,
CSS,Dirección General recibe de la Comisión Preinvestigadora: presuntos financiamientos ilegales a sectores políticos,2017-06-16,83,1144.0,135267,
CSS,Se eleva a Secretaría,2017-06-16,84,,135267,
CSS,Se distribuye repartido. Rep.452/0   PDF    PRESUNTOS FINANCIAMIENTOS ILEGALES A SECTORES POLÍTICOS. COMISIÓN PREINVESTIGADORA.,2017-06-19,85,,135267,
CSS,Se da cuenta en sala informe de comisión. Tomo:565 Página:367 Diario:20          Preinvestigadora: presuntos financiamientos ilegales a sectores políticos,2017-06-21,86,1144.0,135267,COMISION_INFORMA
CSS,Antecedentes. Tomo:565 Página:376 Diario:20,2017-06-21,87,,135267,
CSS,"Discusión. Tomo:565 Página:430 Diario:20          Se vota el informe en mayoría, (16 en 29), afirmativa.- Intervenciones: Amorín, José  Pag. ini:457 Pag. fin:457
Amorín, José  Pag. ini:472 Pag. fin:473
Amorín, José  Pag. ini:474 Pag. fin:475
Bordaberry Herrán, Juan Pedro  Pag. ini:458 Pag. fin:458
Bordaberry Herrán, Juan Pedro  Pag. ini:462 Pag. fin:463
Bordaberry Herrán, Juan Pedro  Pag. ini:470 Pag. fin:472
Bordaberry Herrán, Juan Pedro  Pag. ini:484 Pag. fin:485
Da Silva, Sebastián  Pag. ini:463 Pag. fin:463
Da Silva, Sebastián  Pag. ini:474 Pag. fin:474
Da Silva, Sebastián  Pag. ini:484 Pag. fin:484
Heber, Luis Alberto  Pag. ini:454 Pag. fin:457
Heber, Luis Alberto  Pag. ini:459 Pag. fin:460
Heber, Luis Alberto  Pag. ini:461 Pag. fin:461
Heber, Luis Alberto  Pag. ini:468 Pag. fin:469
Heber, Luis Alberto  Pag. ini:483 Pag. fin:484
Lorier, Eduardo  Pag. ini:469 Pag. fin:469
Lorier, Eduardo  Pag. ini:473 Pag. fin:473
Martínez Huelmo, Rubén  Pag. ini:430 Pag. fin:435
Michelini, Rafael  Pag. ini:475 Pag. fin:477
Mieres, Pablo  Pag. ini:435 Pag. fin:442
Mieres, Pablo  Pag. ini:467 Pag. fin:467
Mieres, Pablo  Pag. ini:475 Pag. fin:475
Mujica, José  Pag. ini:479 Pag. fin:483
Mujica, José  Pag. ini:484 Pag. fin:484
Otheguy Vega, Marcos Javier  Pag. ini:477 Pag. fin:479
Pardiñas, Yeru  Pag. ini:466 Pag. fin:468
Pardiñas, Yeru  Pag. ini:469 Pag. fin:470
Pardiñas, Yeru  Pag. ini:471 Pag. fin:471
Passada, Ivonne  Pag. ini:458 Pag. fin:458
Payssé, Daniela  Pag. ini:461 Pag. fin:462
Payssé, Daniela  Pag. ini:463 Pag. fin:463
Pintado, Enrique  Pag. ini:463 Pag. fin:465
Pintado, Enrique  Pag. ini:474 Pag. fin:474
Xavier, Mónica  Pag. ini:460 Pag. fin:461",2017-06-21,88,1044.0,135267,
CSS,"Fundamento de voto. Tomo:565 Página:485 Diario:20          Intervenciones: Mieres, Pablo  Pag. ini:486 Pag. fin:486
Pintado, Enrique  Pag. ini:486 Pag. fin:486",2017-06-21,89,327.0,135267,
CSS,Se aprueba Resolución. Tomo:565 Página:485 Diario:20          Se vota afirmativamente el informe en mayoría. No ha lugar a la conformación de una Comisión Investigadora.,2017-06-21,90,,135267,CAMARA_APRUEBA
CSS,Entrada a Cámara de Senadores.,2015-11-03,91,,127178,CAMARA_ENTRADA
CSS,C.SS. rechaza.,2015-11-10,92,,127178,CAMARA_RECHAZA
CSS,"Discusión. Tomo:549 Página:79 Diario:2          Se vota afirmativamente, (26 en 26, UNANIMIDAD).- Intervenciones: Aviaga Martínez, María Carol  Pag. ini:79 Pag. fin:80
Topolansky, Lucía  Pag. ini:80 Pag. fin:80",2016-03-08,93,11524.0,128594,
CSS,Entrada a Cámara de Senadores.,2016-03-08,94,,128594,CAMARA_ENTRADA
CSS,Se aprueba Declaración. Tomo:549 Página:80 Diario:2,2016-03-08,95,,128594,
CSS,Texto aprobado. Tomo:549 Página:81 Diario:2,2016-03-08,96,,128594,
CSS,Archívese,2016-03-17,97,,128594,
CSS,Entrada a Cámara de Senadores.,2015-10-06,98,,126823,CAMARA_ENTRADA
CSS,Se da cuenta al Cuerpo y pasa a comisión. Tomo:542 Página:0 Diario:40          VIVIENDA Y ORDENAMIENTO TERRITORIAL,2015-10-06,99,418.0,126823,PASE_COMISION
CSS,"Se ordena distribuido. VIVIENDA Y ORDENAMIENTO TERRITORIAL Proyecto de ley con exposición de motivos presentado por las señoras Senadoras Verónica Alonso y Carol Aviaga y los señores Senadores Guillermo Besozzi, Carlos Camy, Álvaro Delgado, Javier García, Jorge Larrañaga y Luis Alberto Lacalle. Dist.400/0 Proyecto de ley con exposición de motivos presentado por las señoras Senadoras Verónica Alonso y Carol Aviaga y los señores Senadores Guillermo Besozzi, Carlos Camy, Álvaro Delgado, Javier García, Jorge Larrañaga y Luis Alberto Lacalle.",2015-10-07,100,418.0,126823,
CSS,Dirección General recibe de la Comisión VIVIENDA Y ORDENAMIENTO TERRITORIAL,2016-03-29,101,418.0,126823,
CSS,Se eleva a Secretaría  De conformidad con lo dispuesto en el artículo 163 del Reglamento del Senado.-,2016-03-29,102,,126823,
CSS,Entrada a Cámara de Senadores.,2015-07-14,103,,125462,CAMARA_ENTRADA
CSS,Se aprueba Resolución. Tomo:537 Página:0 Diario:25,2015-07-14,104,,125462,CAMARA_APRUEBA
CSS,"Se aprueba Resolución. Tomo:541 Página:236 Diario:33          Varios señores Senadores mocionan para que se incluya en el primer punto del orden del día de la sesión del día miércoles 9 de setiembre de 2015.-
Se vota afirmativamente (23 en 24).-",2015-09-01,105,,125462,CAMARA_APRUEBA
CSS,"Discusión. Tomo:541 Página:315 Diario:36          Intervenciones: Heber, Luis Alberto  Pag. ini:321 Pag. fin:321
Larrañaga, Jorge  Pag. ini:315 Pag. fin:317
Larrañaga, Jorge  Pag. ini:321 Pag. fin:321
Martínez Huelmo, Rubén  Pag. ini:317 Pag. fin:318
Michelini, Rafael  Pag. ini:320 Pag. fin:321
Mieres, Pablo  Pag. ini:318 Pag. fin:318
Montaner, Martha  Pag. ini:318 Pag. fin:320",2015-09-09,106,197.0,125462,
CSS,Archívese,2015-09-09,107,,125462,
CSS,Entrada a Cámara de Senadores.,2015-06-02,108,,124777,CAMARA_ENTRADA
CSS,Se da cuenta al Cuerpo y pasa a comisión. Tomo:535 Página:251 Diario:17          EDUCACIÓN Y CULTURA,2015-06-03,109,317.0,124777,PASE_COMISION
CSS,Texto proyecto inicial. Tomo:535 Página:252 Diario:17,2015-06-03,110,,124777,
CSS,"Se ordena distribuido. EDUCACIÓN Y CULTURA Proyecto de ley con exposición de motivos presentado por la señora Senadora Verónica Alonso y el señor Senador Carlos Enciso.-
 Dist.152/0 Proyecto de ley con exposición de motivos presentado por la señora Senadora Verónica Alonso y el señor Senador Carlos Enciso.-",2015-06-08,111,317.0,124777,
CSS,Se da cuenta en comisión. EDUCACIÓN Y CULTURA Nro. de Acta: 3.  Versión Taquigráfica: 164,2015-06-10,112,317.0,124777,COMISION_ENTRADA
CSS,Comisión aconseja su pase a Archivo. EDUCACIÓN Y CULTURA Nro. de Acta: 35.,2017-03-15,113,317.0,124777,
CSS,Dirección General recibe de la Comisión EDUCACIÓN Y CULTURA,2017-04-03,114,317.0,124777,
CSS,Se eleva a Secretaría,2017-04-03,115,,124777,
CSS,Pasa a archivo.  De conformidad con lo dispuesto por el artículo 163 del Reglamento del Senado.,2017-04-03,116,,124777,
CSS,Entrada a Cámara de Senadores.,2015-05-11,117,,124439,CAMARA_ENTRADA
CSS,"Se distribuye repartido. Rep.56/0   PDF    MINISTERIO DE CIENCIA, TECNOLOGÍA E INNOVACIÓN.
CREACIÓN",2015-05-11,118,,124439,
CSS,Se da cuenta al Cuerpo. Tomo:535 Página:4 Diario:12,2015-05-12,119,,124439,
CSS,Antecedentes. Tomo:535 Página:37 Diario:12          Antecedentes disponibles en la siguiente dirección: http://www.parlamento.gub.uy/htmlstat/pl/pdfs/repartidos/senado/S2015050056-00.pdf,2015-05-12,120,,124439,
CSS,"Discusión. Tomo:535 Página:37 Diario:12          Intervenciones: Bordaberry Herrán, Juan Pedro  Pag. ini:37 Pag. fin:38
Bordaberry Herrán, Juan Pedro  Pag. ini:39 Pag. fin:39
Mieres, Pablo  Pag. ini:38 Pag. fin:38
Payssé, Daniela  Pag. ini:38 Pag. fin:39",2015-05-12,121,922.0,124439,
CSS,Pasa a comisión. Tomo:535 Página:39 Diario:12          PRESUPUESTO Moción para que el proyecto vuelva a Comisión para su tratamiento: se vota afirmativamente (23 en 27).-,2015-05-12,122,322.0,124439,
CSS,Entrada a Cámara de Senadores.,2019-03-25,123,,143023,CAMARA_ENTRADA
CSS,Se da curso.,2019-03-25,124,,143023,PEDIDO_INFORME_ENVIO
CSS,Se da cuenta al Cuerpo. Tomo:593 Página:133 Diario:3,2019-04-02,125,,143023,
CSS,Entrada a Cámara de Senadores.,2019-03-25,126,,143021,CAMARA_ENTRADA
CSS,Se da curso.,2019-03-25,127,,143021,PEDIDO_INFORME_ENVIO
CSS,Se da cuenta al Cuerpo. Tomo:593 Página:133 Diario:2,2019-04-02,128,,143021,
CSS,Entrada a Cámara de Senadores.,2019-03-25,129,,143019,CAMARA_ENTRADA
CSS,Se da curso.,2019-03-25,130,,143019,PEDIDO_INFORME_ENVIO
CSS,Se da cuenta al Cuerpo. Tomo:593 Página:133 Diario:2,2019-04-02,131,,143019,
