cuerpo,detalle,fecha,id,id_comision,id_legislatura,id_proyecto,tipo
CSS,"Se ordena distribuido. HACIENDA Dist.1215/0 Versión taquigráfica de la sesión del día 20 de abril de 2017. Concurren: Por el Banco Central del Uruguay, Presidente economista Mario Bergara; Vicepresidente doctor Jorge Gamarra; Director economista Washington Ribeiro; Superintendente de Servicios Financieros contador Juan Pedro Cantera; Gerente de la Unidad de Información y Análisis Financiero contador Nélson López y Gerente de la Asesoría Jurídica doctor Daniel Artecona; Por la Oficina de Planeamiento y Presupuesto: Director contador Alvaro García, Subdirector contador Martín Dibarboure y Asesora contadora Lucía Wainer",2017-04-20,22,315.0,6,132804,
CSS,"Tratamiento en comisión. HACIENDA Nro. de Acta: 61.  Versión Taquigráfica: 1230 Se reciben especialmente invitados por el Ministerio de Economía y Finanza: Subsecretario contador Pablo Ferrari, Director de la Asesoría Macroeconómica y Financiera economista Andrés Masoller y doctor Marcos Álvarez.",2017-05-04,23,315.0,6,132804,COMISION_TRATAMIENTO
CSS,"Se ordena distribuido. HACIENDA Dist.1230/0 Versión taquigráfica de la sesión del día 4 de mayo de 2017. Concurren: Por el Ministerio de Economía y Finanzas, Subsecretario contador Pablo Ferreri, Director de la Asesoría Macroeconómica y Financiera economista Andrés Masoller y doctor Marcos Álvarez",2017-05-04,24,315.0,6,132804,
CSS,"Se ordena distribuido. HACIENDA Dist.1263/0 Versión taquigráfica de la sesión del día 18 de mayo de 2017. Concurren: por la Universidad Católica, ingeniero Omar Paganini; por la Universidad de Montevideo, economista Ignacio Munyo; y por la Universidad de la República, contador Fernando Lorenzo.-",2017-05-18,25,315.0,6,132804,
CSS,"Tratamiento en comisión. HACIENDA Nro. de Acta: 63.  Versión Taquigráfica: 1263 Concurren por haber sido invitados por la: Universidd Católica de Montevideo, ingeniero Omar Paganini; Universidad de Montevideo, economista Ignacio Munyo y Universidad de la República, contador Fernando Lorenzo.",2017-05-18,26,315.0,6,132804,COMISION_TRATAMIENTO
CSS,Comisión posterga su tratamiento. HACIENDA Nro. de Acta: 65.  Versión Taquigráfica: 1303,2017-06-08,27,315.0,6,132804,COMISION_POSTERGA
CSS,Se ordena distribuido. HACIENDA Dist.1303/0 Versión taquigráfica de la sesión del día 8 de junio de 2017.-,2017-06-08,28,315.0,6,132804,
CSS,(Auto insertado) Entrada a CSS,2016-11-23,29,,6,132804,CAMARA_ENTRADA
CSS,Entrada a Cámara de Senadores.,2016-12-14,30,,6,133188,CAMARA_ENTRADA
CSS,"Discusión. Tomo:561 Página:115 Diario:50          Texto de renuncia definitiva presentada por el señor Senador Agazzi.-
Se vota afirmativamente, (29 en 30).- Intervenciones: Agazzi, Ernesto  Pag. ini:129 Pag. fin:130
Alonso, Verónica  Pag. ini:126 Pag. fin:126
Amorín, José  Pag. ini:121 Pag. fin:122
Ayala, Patricia  Pag. ini:120 Pag. fin:121
Berterreche, Andrés  Pag. ini:115 Pag. fin:116
Besozzi, Guillermo  Pag. ini:125 Pag. fin:125
Bordaberry Herrán, Juan Pedro  Pag. ini:118 Pag. fin:118
Camy Antognazza, Carlos Daniel  Pag. ini:127 Pag. fin:128
Coutinho Rodríguez, Germán  Pag. ini:128 Pag. fin:129
De León, Leonardo  Pag. ini:121 Pag. fin:121
Delgado, Alvaro  Pag. ini:116 Pag. fin:117
Larrañaga, Jorge  Pag. ini:119 Pag. fin:120
Lorier, Eduardo  Pag. ini:123 Pag. fin:123
Martínez Huelmo, Rubén  Pag. ini:125 Pag. fin:126
Michelini, Rafael  Pag. ini:115 Pag. fin:115
Mieres, Pablo  Pag. ini:117 Pag. fin:117
Moreira, Constanza  Pag. ini:123 Pag. fin:124
Otheguy Vega, Marcos Javier  Pag. ini:117 Pag. fin:117
Pardiñas, Yeru  Pag. ini:124 Pag. fin:124
Payssé, Daniela  Pag. ini:118 Pag. fin:118
Pintado, Enrique  Pag. ini:122 Pag. fin:123
Sendic, Raúl  Pag. ini:129 Pag. fin:129
Topolansky, Lucía  Pag. ini:126 Pag. fin:127
Xavier, Mónica  Pag. ini:118 Pag. fin:119",2016-12-14,31,5146.0,6,133188,CAMARA_DISCUSION
CSS,Se aprueba Resolución. Tomo:561 Página:130 Diario:50,2016-12-14,32,,6,133188,CAMARA_APRUEBA
CSS,Fundamento de voto. Tomo:561 Página:130 Diario:50,2016-12-14,33,,6,133188,
CSS,(Auto insertado) Entrada a CSS,2016-12-14,34,,6,133188,CAMARA_ENTRADA
AG,Entrada a Asamblea General.,2016-10-14,35,,6,132139,CAMARA_ENTRADA
,(Auto insertado) Entrada a ,2016-10-14,36,,6,132139,CAMARA_ENTRADA
AG,Entrada a Asamblea General.,2016-09-27,37,,6,131836,CAMARA_ENTRADA
AG,Se da cuenta al Cuerpo. Tomo:96 Página:0 Diario:7,2016-10-19,38,,6,131836,
AG,"Discusión. Tomo:97 Página:25 Diario:4          Intervenciones: Bianchi, Graciela  Pag. ini:36 Pag. fin:38
Delgado, Alvaro  Pag. ini:28 Pag. fin:29
Malán, Enzo  Pag. ini:34 Pag. fin:36
Michelini, Rafael  Pag. ini:25 Pag. fin:28
Pasquet Iribarne, Ope  Pag. ini:29 Pag. fin:32
Radío, Daniel  Pag. ini:32 Pag. fin:34",2017-05-02,39,8879.0,6,131836,CAMARA_DISCUSION
AG,Se eleva a Secretaría,2018-09-13,40,,6,131836,
AG,Se da cuenta en sala informe de comisión. Tomo:98 Página:99 Diario:5          ESPECIAL PARA DISPONER LOS HOMENAJES POR LOS 100 AÑOS DEL FALLECIMIENTO DE JOSÉ ENRIQUE RODÓ,2018-10-02,41,1126.0,6,131836,COMISION_INFORMA
,(Auto insertado) Entrada a ,2016-09-27,42,,6,131836,CAMARA_ENTRADA
CSS,Entrada a Cámara de Senadores.,2016-10-18,43,,6,132117,CAMARA_ENTRADA
CSS,Se da cuenta al Cuerpo y pasa a comisión. Tomo:557 Página:460 Diario:37          TRANSPORTE Y OBRAS PÚBLICAS,2016-10-18,44,324.0,6,132117,PASA_COMISION
CSS,Texto proyecto inicial. Tomo:557 Página:463 Diario:37,2016-10-18,45,,6,132117,
CSS,Se ordena distribuido. TRANSPORTE Y OBRAS PÚBLICAS Dist.1007/0,2016-10-26,46,324.0,6,132117,
CSS,Se da cuenta en comisión. TRANSPORTE Y OBRAS PÚBLICAS Nro. de Acta: 18.  Versión Taquigráfica: 1031,2016-11-09,47,324.0,6,132117,COMISION_ENTRADA
CSS,Comisión posterga su tratamiento. TRANSPORTE Y OBRAS PÚBLICAS Nro. de Acta: 19.  Versión Taquigráfica: 1047 Se recibe especialmente invitado al señor Ministro de Transporte y Obras Públicas.,2016-11-16,48,324.0,6,132117,COMISION_POSTERGA
CSS,Se ordena distribuido. TRANSPORTE Y OBRAS PÚBLICAS Dist.1047/0 Versión taquigráfica de la sesión del día 16 de noviembre de 2016. Concurre: por el Ministerio de Transporte y Obras Públicas señor Ministro Víctor Rossi.-,2016-11-16,49,324.0,6,132117,
CSS,Moción de urgencia. Tomo:559 Página:251 Diario:46          Votación: Afirmativo ( 27 en 25),2016-11-23,50,,6,132117,CAMARA_URGENCIA
CSS,Antecedentes. Tomo:559 Página:283 Diario:46,2016-11-23,51,,6,132117,
CSS,Discusión general. Tomo:559 Página:0 Diario:46,2016-11-23,52,,6,132117,CAMARA_DISCUSION
CSS,Fundamento de voto de discusión general. Tomo:559 Página:0 Diario:46,2016-11-23,53,,6,132117,
CSS,"Discusión particular. Tomo:559 Página:285 Diario:46          Artículo único.- Se vota afirmativamente, (24 en 24, UNANIMIDAD).-",2016-11-23,54,,6,132117,CAMARA_DISCUSION
CSS,C.SS. sanciona. Tomo:559 Página:285 Diario:46,2016-11-23,55,,6,132117,CAMARA_APRUEBA
CSS,Texto aprobado. Tomo:559 Página:283 Diario:46,2016-11-23,56,,6,132117,
CRR,Entrada a Cámara de Representantes.,2016-12-06,57,,6,132117,CAMARA_ENTRADA
CRR,"Se da cuenta al Cuerpo y pasa a comisión. Tomo:0 Página:6 Diario:4076          TRANSPORTE, COMUNICACIONES Y OBRAS PÚBLICAS",2016-12-06,58,220.0,6,132117,PASA_COMISION
CRR,"Se distribuye repartido. Rep.599/0   PDF    INGENIERO RICARDO ROSA. Designación al tramo de la Ruta Nacional Nº 67, comprendido entre el Km 23.400 y el Km 40.300, departamento de Canelones",2016-12-06,59,,6,132117,
CRR,"Div.Comisiones envía a la Comisión. TRANSPORTE, COMUNICACIONES Y OBRAS PÚBLICAS",2016-12-06,60,220.0,6,132117,COMISION_ENTRADA
CRR,"Se da cuenta en comisión. TRANSPORTE, COMUNICACIONES Y OBRAS PÚBLICAS Nro. de Acta: 45.  Versión Taquigráfica: 866",2016-12-14,61,220.0,6,132117,COMISION_ENTRADA
CRR,Moción de urgencia. Tomo:0 Página:83 Diario:4080,2016-12-14,62,,6,132117,CAMARA_URGENCIA
CRR,Discusión general. Tomo:0 Página:84 Diario:4080,2016-12-14,63,,6,132117,CAMARA_DISCUSION
CRR,Fundamento de voto de discusión general. Tomo:0 Página:0 Diario:4080,2016-12-14,64,,6,132117,
CRR,Discusión particular. Tomo:0 Página:84 Diario:4080,2016-12-14,65,,6,132117,CAMARA_DISCUSION
CRR,Fundamento de voto de discusión particular. Tomo:0 Página:84 Diario:4080,2016-12-14,66,,6,132117,
CRR,C.RR. sanciona. Tomo:0 Página:84 Diario:4080,2016-12-14,67,,6,132117,CAMARA_APRUEBA
CRR,Poder Ejecutivo promulga.  Ley Nro:  19477,2017-01-04,68,,6,132117,PROMULGA_PE
CSS,(Auto insertado) Entrada a CSS,2016-10-18,69,,6,132117,CAMARA_ENTRADA
CRR,(Auto insertado) Entrada a CRR,2016-12-06,70,,6,132117,CAMARA_ENTRADA
CSS,Entrada a Cámara de Senadores.,2016-10-18,71,,6,132114,CAMARA_ENTRADA
CSS,Se da cuenta al Cuerpo y pasa a comisión. Tomo:557 Página:460 Diario:37          TRANSPORTE Y OBRAS PÚBLICAS,2016-10-18,72,324.0,6,132114,PASA_COMISION
CSS,Texto proyecto inicial. Tomo:557 Página:466 Diario:37,2016-10-18,73,,6,132114,
CSS,Se ordena distribuido. TRANSPORTE Y OBRAS PÚBLICAS Dist.1008/0,2016-10-26,74,324.0,6,132114,
CSS,Se da cuenta en comisión. TRANSPORTE Y OBRAS PÚBLICAS Nro. de Acta: 18.  Versión Taquigráfica: 1031,2016-11-09,75,324.0,6,132114,COMISION_ENTRADA
CSS,"Comisión aprueba texto sustitutivo. TRANSPORTE Y OBRAS PÚBLICAS Nro. de Acta: 19.  Versión Taquigráfica: 1047 Informantes: -Informe verbal.. Informante: Carámbula Volpi, Marcos Gustavo Se recibe especialmente invitado al señor Ministro de Transporte y Obras Públicas.

Se vota artículo único: 6 en 6. Afirmativa. UNANIMIDAD.",2016-11-16,76,324.0,6,132114,COMISION_APRUEBA
CSS,Se ordena distribuido. TRANSPORTE Y OBRAS PÚBLICAS Dist.1047/0 Versión taquigráfica de la sesión del día 16 de noviembre de 2016. Concurre: por el Ministerio de Transporte y Obras Públicas señor Ministro Víctor Rossi.-,2016-11-16,77,324.0,6,132114,
CSS,Se eleva a Secretaría,2016-11-21,78,,6,132114,
CSS,Se da cuenta en sala informe de comisión. Tomo:559 Página:211 Diario:46          TRANSPORTE Y OBRAS PÚBLICAS,2016-11-23,79,324.0,6,132114,COMISION_INFORMA
CSS,Antecedentes. Tomo:559 Página:275 Diario:46,2016-11-23,80,,6,132114,
CSS,"Discusión general. Tomo:559 Página:280 Diario:46          Se vota afirmativamente, (26 en 26, UNANIMIDAD).- Intervenciones: Carámbula Volpi, Marcos Gustavo  Pag. ini:280 Pag. fin:280
Matiaude, Graciela  Pag. ini:280 Pag. fin:280",2016-11-23,81,277.0,6,132114,CAMARA_DISCUSION
CSS,"Discusión particular. Tomo:559 Página:280 Diario:46          Artículo único.- Se vota afirmativamente, (26 en 26, UNANIMIDAD).-",2016-11-23,82,,6,132114,CAMARA_DISCUSION
CSS,C.SS. sanciona. Tomo:559 Página:280 Diario:46,2016-11-23,83,,6,132114,CAMARA_APRUEBA
CSS,Texto aprobado. Tomo:559 Página:281 Diario:46,2016-11-23,84,,6,132114,
CRR,Entrada a Cámara de Representantes.,2016-12-06,85,,6,132114,CAMARA_ENTRADA
CRR,"Se da cuenta al Cuerpo y pasa a comisión. Tomo:0 Página:6 Diario:4076          TRANSPORTE, COMUNICACIONES Y OBRAS PÚBLICAS",2016-12-06,86,220.0,6,132114,PASA_COMISION
CRR,"Se distribuye repartido. Rep.600/0   PDF    JUAN TOSCANINI. Designación al tramo de la Ruta Nacional Nº 69, comprendido entre el Km 26.900 y el Km 32.000, departamento de Canelones",2016-12-06,87,,6,132114,
CRR,"Div.Comisiones envía a la Comisión. TRANSPORTE, COMUNICACIONES Y OBRAS PÚBLICAS",2016-12-06,88,220.0,6,132114,COMISION_ENTRADA
CRR,"Se da cuenta en comisión. TRANSPORTE, COMUNICACIONES Y OBRAS PÚBLICAS Nro. de Acta: 45.  Versión Taquigráfica: 866",2016-12-14,89,220.0,6,132114,COMISION_ENTRADA
CRR,Moción de urgencia. Tomo:0 Página:82 Diario:4080,2016-12-14,90,,6,132114,CAMARA_URGENCIA
CRR,Discusión general. Tomo:0 Página:83 Diario:4080,2016-12-14,91,,6,132114,CAMARA_DISCUSION
CRR,Discusión particular. Tomo:0 Página:83 Diario:4080,2016-12-14,92,,6,132114,CAMARA_DISCUSION
CRR,C.RR. sanciona. Tomo:0 Página:83 Diario:4080,2016-12-14,93,,6,132114,CAMARA_APRUEBA
CRR,Poder Ejecutivo promulga.  Ley Nro:  19476,2017-01-04,94,,6,132114,PROMULGA_PE
CSS,(Auto insertado) Entrada a CSS,2016-10-18,95,,6,132114,CAMARA_ENTRADA
CRR,(Auto insertado) Entrada a CRR,2016-12-06,96,,6,132114,CAMARA_ENTRADA
CSS,Entrada a Cámara de Senadores.,2016-07-13,97,,6,130766,CAMARA_ENTRADA
CSS,Se da cuenta al Cuerpo y pasa a comisión. Tomo:554 Página:54 Diario:22          CONSTITUCIÓN Y LEGISLACIÓN,2016-07-13,98,311.0,6,130766,PASA_COMISION
CSS,"Se ordena distribuido. CONSTITUCIÓN Y LEGISLACIÓN Dist.840/0 Proyecto de ley con exposición de motivos presentado por las señoras Senadoras Patricia Ayala, Eva Gomori, Ivonne Passada y Lucía Topolansky y los señores Senadores Ernesto Agazzi, Saúl Aristimuño, Antonio Gallicchio, Leonardo de León, Eduardo Lorier, Rubén Martínez Huelmo, José Mujica, Yerú Pardiñas, Rafael Paternain, Enrique Pintado y Julio Pintos. Disposiciones citadas. Comparativo",2016-07-14,99,311.0,6,130766,
CSS,Se da cuenta en comisión. CONSTITUCIÓN Y LEGISLACIÓN Nro. de Acta: 36.  Versión Taquigráfica: 850,2016-07-19,100,311.0,6,130766,COMISION_ENTRADA
CSS,Por resolución del Cuerpo continúa en Comisión. Tomo:563 Página:155 Diario:4          CONSTITUCIÓN Y LEGISLACIÓN Se vota afirmativamente (18 en 20).-,2017-03-15,101,311.0,6,130766,
CSS,(Auto insertado) Entrada a CSS,2016-07-13,102,,6,130766,CAMARA_ENTRADA
CSS,Entrada a Cámara de Senadores.,2016-06-15,103,,6,130280,CAMARA_ENTRADA
CSS,Se da cuenta al Cuerpo y pasa a comisión. Tomo:552 Página:236 Diario:18          EDUCACIÓN Y CULTURA,2016-06-15,104,317.0,6,130280,PASA_COMISION
CSS,Texto proyecto inicial. Tomo:552 Página:237 Diario:18,2016-06-15,105,,6,130280,
CSS,Se da cuenta en comisión. EDUCACIÓN Y CULTURA Nro. de Acta: 23.  Versión Taquigráfica: 788,2016-06-15,106,317.0,6,130280,COMISION_ENTRADA
CSS,"Se ordena distribuido. EDUCACIÓN Y CULTURA Dist.794/0 Proyecto de ley con exposición de motivos presentado por los señores Senadores Ernesto Agazzi, Patricia Ayala, 
Carlos Baráibar, Marcos Carámbula, Leonardo de León, 
Sandra Lazo, Rubén Martínez Huelmo, Rafael Michelini, 
Constanza Moreira, José Mujica, Marcos Otheguy, 
Ivonne Passada, Daniela Payssé, Lucía Topolansky, 
Daisy Tourné y Mónica Xavier.-",2016-06-16,107,317.0,6,130280,
CSS,Comisión anexa a carpeta CSS - 743/2016 EDUCACIÓN Y CULTURA Nro. de Acta: 35.  Dist.1120/0 Mensaje y proyecto de ley del Poder Ejecutivo. Antecedentes.-,2017-03-15,108,317.0,6,130280,
CSS,Dirección General recibe de la Comisión EDUCACIÓN Y CULTURA,2017-03-23,109,317.0,6,130280,
CSS,Se eleva a Secretaría,2017-03-23,110,,6,130280,
CRR,"Comisión aprueba proyecto. EDUCACIÓN Y CULTURA Nro. de Acta: 51.  Versión Taquigráfica: 1112 Informantes: -Informe escrito.. Informante: García, Mario. Firmante: Malán, Enzo; Montaner Formoso, Susana; Bianchi, Graciela; Sabini, Sebastián Se aprueba por unanimidad y sin modificaciones.",2017-07-12,111,211.0,6,130280,COMISION_APRUEBA
CRR,Recepción por parte de Archivo.  Folios: 10,2018-04-30,112,,6,130280,PASE_ARCHIVO
CSS,(Auto insertado) Entrada a CSS,2016-06-15,113,,6,130280,CAMARA_ENTRADA
CSS,Entrada a Cámara de Senadores.,2016-05-18,114,,6,129742,CAMARA_ENTRADA
CSS,Se da cuenta al Cuerpo y pasa a comisión. Tomo:551 Página:282 Diario:15          ASUNTOS ADMINISTRATIVOS,2016-05-24,115,331.0,6,129742,PASA_COMISION
CSS,Texto proyecto inicial. Tomo:551 Página:283 Diario:15,2016-05-24,116,,6,129742,
CSS,Se ordena distribuido. ASUNTOS ADMINISTRATIVOS Dist.733/0 Proyecto de resolución con exposición de motivos presentado por el señor Senador Ernesto Agazzi.,2016-05-24,117,331.0,6,129742,
CSS,Se da cuenta en comisión. ASUNTOS ADMINISTRATIVOS Nro. de Acta: 29.,2016-06-01,118,331.0,6,129742,COMISION_ENTRADA
CSS,Por resolución del Cuerpo continúa en Comisión. Tomo:563 Página:114 Diario:3          ASUNTOS ADMINISTRATIVOS (25 en 26).-,2017-03-14,119,331.0,6,129742,
CSS,Comisión anexa a carpeta CSS - 783/2017 ASUNTOS ADMINISTRATIVOS Nro. de Acta: 83.  Versión Taquigráfica: 2229,2018-11-21,120,331.0,6,129742,
CSS,(Auto insertado) Entrada a CSS,2016-05-18,121,,6,129742,CAMARA_ENTRADA
CSS,"Discusión. Tomo:549 Página:79 Diario:2          Se vota afirmativamente, (26 en 26, UNANIMIDAD).- Intervenciones: Aviaga Martínez, María Carol  Pag. ini:79 Pag. fin:80
Topolansky, Lucía  Pag. ini:80 Pag. fin:80",2016-03-08,122,11524.0,6,128594,CAMARA_DISCUSION
CSS,Entrada a Cámara de Senadores.,2016-03-08,123,,6,128594,CAMARA_ENTRADA
CSS,Se aprueba Declaración. Tomo:549 Página:80 Diario:2,2016-03-08,124,,6,128594,CAMARA_APRUEBA
CSS,Texto aprobado. Tomo:549 Página:81 Diario:2,2016-03-08,125,,6,128594,
CSS,Archívese,2016-03-17,126,,6,128594,
CSS,(Auto insertado) Entrada a CSS,2016-03-08,127,,6,128594,CAMARA_ENTRADA
CSS,Entrada a Cámara de Senadores.,2016-02-16,128,,6,128332,CAMARA_ENTRADA
CSS,Se da cuenta al Cuerpo y pasa a comisión. Tomo:548 Página:165 Diario:59          ASUNTOS ADMINISTRATIVOS,2016-02-17,129,331.0,6,128332,PASA_COMISION
CSS,Texto proyecto inicial. Tomo:548 Página:165 Diario:59,2016-02-17,130,,6,128332,
CSS,"Se ordena distribuido. ASUNTOS ADMINISTRATIVOS Proyecto de Resolución presentado por las señoras Senadoras Patricia Ayala, Constanza Moreira, Ivonne Passada, Daniela Payssé, Lucía Topolansky y Daisy Tourné y los señores Senadores Ernesto Agazzi, Marcos Carámbula, Leonardo 
De León, Ruben Martínez Huelmo y Marcos Otheguy
 Dist.553/0 Proyecto de Resolución presentado por las señoras Senadoras Patricia Ayala, Constanza Moreira, Ivonne Passada, Daniela Payssé, Lucía Topolansky y Daisy Tourné y los señores Senadores Ernesto Agazzi, Marcos Carámbula, Leonardo 
De León, Ruben Martínez Huelmo y Marcos Otheguy",2016-02-17,131,331.0,6,128332,
CSS,"Comisión adopta resolución. ASUNTOS ADMINISTRATIVOS Nro. de Acta: 21.  Informantes: -Informe verbal.. Informante: Pintado, Enrique Se vota: 5 en 5. Afirmativa. UNANIMIDAD.",2016-03-02,132,331.0,6,128332,
CSS,Se da cuenta en comisión. ASUNTOS ADMINISTRATIVOS Nro. de Acta: 21.,2016-03-02,133,331.0,6,128332,COMISION_ENTRADA
CSS,Dirección General recibe de la Comisión ASUNTOS ADMINISTRATIVOS,2016-03-03,134,331.0,6,128332,
CSS,Se eleva a Secretaría,2016-03-03,135,,6,128332,
CSS,Se distribuye repartido. Rep.201/0   PDF    EX LEGISLADORES ZELMAR MICHELINI Y HECTOR GUTIERREZ RUIZ.  SE DISPONE LA RECOPILACIÓN Y EDICIÓN DE TRESCIENTOS EJEMPLARES DE SUS DISCURSOS PARLAMENTARIOS.,2016-03-04,136,,6,128332,
CSS,Se da cuenta en sala informe de comisión. Tomo:549 Página:27 Diario:2          ASUNTOS ADMINISTRATIVOS,2016-03-08,137,331.0,6,128332,COMISION_INFORMA
CSS,Antecedentes. Tomo:549 Página:138 Diario:4,2016-03-15,138,,6,128332,
CSS,"Discusión. Tomo:549 Página:141 Diario:4          Artículo 1°.- Se vota afirmativamente, (30 en 30, UNANIMIDAD).-
Artículo 2°.- Se vota afirmativamente, (27 en 30).- Intervenciones: Michelini, Rafael  Pag. ini:141 Pag. fin:141
Pintado, Enrique  Pag. ini:141 Pag. fin:141",2016-03-15,139,423.0,6,128332,CAMARA_DISCUSION
CSS,Se aprueba Resolución. Tomo:549 Página:141 Diario:4,2016-03-15,140,,6,128332,CAMARA_APRUEBA
CSS,(Auto insertado) Entrada a CSS,2016-02-16,141,,6,128332,CAMARA_ENTRADA
CSS,Entrada a Cámara de Senadores.,2016-08-03,142,,6,131029,CAMARA_ENTRADA
CSS,"Se da cuenta al Cuerpo y pasa a comisión. Tomo:554 Página:0 Diario:25          GANADERÍA, AGRICULTURA Y PESCA",2016-08-03,143,336.0,6,131029,PASA_COMISION
CSS,Texto proyecto inicial. Tomo:554 Página:443 Diario:25,2016-08-03,144,,6,131029,
CSS,"Se ordena distribuido. GANADERÍA, AGRICULTURA Y PESCA Dist.917/0 Proyecto de ley con exposición de motivos de las señoras Senadoras Patricia Ayala, Ivonne Passada, Daniela Payssé, Lucía Topolansky y Mónica Xavier y los señores Senadores Ernesto Agazzi, Saúl Aristimuño, Marcos Carámbula, Leonardo de León, Rubén Martínez",2016-08-05,145,336.0,6,131029,
CSS,"Se da cuenta en comisión. GANADERÍA, AGRICULTURA Y PESCA Nro. de Acta: 20.  Versión Taquigráfica: 977",2016-10-06,146,336.0,6,131029,COMISION_ENTRADA
CSS,"Por resolución del Cuerpo continúa en Comisión. Tomo:563 Página:276 Diario:5          GANADERÍA, AGRICULTURA Y PESCA Se vota afirmativamente, (19 en 21).-",2017-03-21,147,336.0,6,131029,
CSS,"Comisión posterga su tratamiento. GANADERÍA, AGRICULTURA Y PESCA Nro. de Acta: 55.  Versión Taquigráfica: 1822 Se resuelve invitar al Instituto Nacional de Investigaciones Agropecuarias (INIA) y a la Red de Agroecología.",2018-04-12,148,336.0,6,131029,COMISION_POSTERGA
CSS,"Se ordena distribuido. GANADERÍA, AGRICULTURA Y PESCA Dist.1822/0 Versión taquigráfica de la sesión del día 12 de abril de 2018",2018-04-12,149,336.0,6,131029,
CSS,"Tratamiento en comisión. GANADERÍA, AGRICULTURA Y PESCA Nro. de Acta: 59.  Concurren: Por el Ministerio de Ganadería, Agricultura y Pesca el señor Ministro ingeniero agrónomo Enzo Benech; el señor Subsecretario doctor Alberto Castelar; el señor Director General de Recursos Naturales ingeniero agrónomo Fernando García Préchac; el señor Director General de Servicios Agrícolas ingeniero agrónomo Federico Montes; la señora Directora General de la Granja ingeniera agrónoma Zulma Gabard; el señor Director de la Oficina de Programación y Políticas Agropecuarias ingeniero agrónomo Adrián Tambler y el señor Director de la Unidad de Sostenibilidad y Cambio Climático ingeniero agrónomo Walter Oyhantcabal.",2018-07-05,150,336.0,6,131029,COMISION_TRATAMIENTO
