,id_ficha,fecha,cuerpo,estado,tipo_ref,ref_id
2,127766,2017-12-13,CSS,TRATAMIENTO,COMISION,317.0
3,127766,2017-12-13,CSS,APRUEBA,COMISION,317.0
4,127766,2018-03-06,CSS,APRUEBA,,
5,127766,2018-03-13,CRR,ENTRADA,,
6,127766,2018-03-13,CRR,ENTRADA,COMISION,211.0
0,127996,2015-12-21,CRR,ENTRADA,,
1,127996,2015-12-21,CRR,ENTRADA,COMISION,75.0
2,127996,2015-12-21,CRR,APRUEBA,,
3,127996,2015-12-22,CSS,ENTRADA,,
4,127996,2015-12-22,CSS,ENTRADA,COMISION,311.0
5,127996,2015-12-22,CSS,APRUEBA,,
6,127996,2015-12-31,P.E.,APRUEBA,LEY,19366.0
0,130226,2016-06-14,CSS,ENTRADA,,
1,130226,2016-06-15,CSS,ENTRADA,COMISION,317.0
2,130226,2016-06-15,CSS,TRATAMIENTO,COMISION,317.0
3,130226,2016-06-15,CSS,APRUEBA,COMISION,317.0
4,130226,2016-07-06,CSS,APRUEBA,,
5,130226,2016-07-12,CRR,ENTRADA,,
6,130226,2016-07-12,CRR,ENTRADA,COMISION,211.0
7,130226,2016-11-09,CRR,APRUEBA,COMISION,211.0
8,130226,2016-12-14,CRR,APRUEBA,,
9,130226,2016-12-23,P.E.,APRUEBA,LEY,19467.0
0,135389,2017-06-22,CRR,ENTRADA,,
1,135389,2017-06-22,CRR,ENTRADA,COMISION,78.0
2,135389,2017-08-09,CRR,APRUEBA,COMISION,78.0
3,135389,2017-08-16,CRR,APRUEBA,,
4,135389,2017-08-17,CSS,ENTRADA,,
5,135389,2017-08-23,CSS,ENTRADA,COMISION,315.0
0,138863,2018-03-13,CSS,ENTRADA,,
1,138863,2018-03-14,CSS,ENTRADA,COMISION,311.0
0,136872,2017-10-03,CRR,ENTRADA,,
1,136872,2017-10-03,CRR,ENTRADA,COMISION,75.0
0,134730,2017-05-09,CSS,ENTRADA,,
1,134730,2017-05-09,CSS,ENTRADA,COMISION,331.0
0,136899,2017-10-03,CRR,ENTRADA,,
1,136899,2017-10-03,CRR,ENTRADA,COMISION,84.0
2,136899,2018-10-09,CRR,TRATAMIENTO,COMISION,84.0
3,136899,2018-12-04,CRR,APRUEBA,COMISION,84.0
4,136899,2018-12-20,CRR,APRUEBA,,
5,136899,2018-12-21,CSS,ENTRADA,,
6,136899,2019-02-26,CSS,ENTRADA,COMISION,322.0
0,130218,2016-06-14,CSS,ENTRADA,,
1,130218,2016-06-15,CSS,ENTRADA,COMISION,322.0
2,130218,2016-07-19,CSS,APRUEBA,COMISION,322.0
3,130218,2016-07-20,CSS,APRUEBA,,
0,131660,2016-09-14,CRR,ENTRADA,,
1,131660,2016-09-14,CRR,ENTRADA,COMISION,82.0
0,124090,2015-04-14,CSS,ENTRADA,,
1,124090,2015-04-14,CSS,APRUEBA,,
0,126122,2015-08-19,CSS,ENTRADA,,
1,126122,2015-09-01,CSS,ENTRADA,COMISION,311.0
2,126122,2018-06-05,CSS,TRATAMIENTO,COMISION,311.0
3,126122,2018-06-12,CSS,APRUEBA,COMISION,311.0
0,138320,2018-02-07,CSS,ENTRADA,,
1,138320,2018-02-07,CSS,ENTRADA,COMISION,321.0
0,125371,2015-07-08,CRR,ENTRADA,,
1,125371,2015-07-08,CRR,ENTRADA,COMISION,75.0
0,130608,2016-07-05,CRR,ENTRADA,,
1,130608,2016-07-05,CRR,ENTRADA,COMISION,212.0
2,130608,2016-09-13,CRR,TRATAMIENTO,COMISION,212.0
0,142063,2018-12-05,CSS,ENTRADA,,
1,142063,2018-12-05,CSS,ENTRADA,COMISION,347.0
2,142063,2019-04-02,CSS,TRATAMIENTO,COMISION,347.0
0,125760,2015-08-04,CRR,ENTRADA,,
1,125760,2015-08-04,CRR,ENTRADA,COMISION,74.0
0,126527,2015-09-11,CSS,ENTRADA,,
1,126527,2015-09-15,CSS,ENTRADA,COMISION,311.0
2,126527,2015-10-13,CSS,TRATAMIENTO,COMISION,311.0
3,126527,2015-12-08,CSS,TRATAMIENTO,COMISION,311.0
4,126527,2016-03-08,CSS,TRATAMIENTO,COMISION,311.0
5,126527,2016-04-05,CSS,TRATAMIENTO,COMISION,311.0
6,126527,2016-05-03,CSS,TRATAMIENTO,COMISION,311.0
7,126527,2016-05-10,CSS,TRATAMIENTO,COMISION,311.0
8,126527,2016-05-17,CSS,TRATAMIENTO,COMISION,311.0
9,126527,2016-11-08,CSS,TRATAMIENTO,COMISION,311.0
10,126527,2016-11-15,CSS,TRATAMIENTO,COMISION,311.0
11,126527,2016-11-29,CSS,TRATAMIENTO,COMISION,311.0
12,126527,2016-12-06,CSS,TRATAMIENTO,COMISION,311.0
13,126527,2017-10-10,CSS,TRATAMIENTO,COMISION,311.0
0,134862,2017-05-16,CRR,ENTRADA,,
1,134862,2017-05-16,CRR,ENTRADA,COMISION,82.0
0,131517,2016-09-06,CRR,ENTRADA,,
1,131517,2016-09-06,CRR,ENTRADA,COMISION,75.0
2,131517,2017-04-05,CRR,TRATAMIENTO,COMISION,75.0
3,131517,2018-07-17,CRR,APRUEBA,COMISION,82.0
4,131517,2018-08-01,CRR,APRUEBA,,
5,131517,2018-08-02,CSS,ENTRADA,,
6,131517,2018-08-07,CSS,ENTRADA,COMISION,314.0
7,131517,2018-11-08,CSS,APRUEBA,COMISION,314.0
8,131517,2018-12-04,CSS,APRUEBA,,
9,131517,2018-12-14,P.E.,APRUEBA,LEY,19715.0
0,133260,2016-12-21,CSS,ENTRADA,,
1,133260,2016-12-28,CSS,ENTRADA,COMISION,315.0
2,133260,2017-03-09,CSS,TRATAMIENTO,COMISION,315.0
0,128330,2016-02-15,CSS,ENTRADA,,
1,128330,2016-02-17,CSS,ENTRADA,COMISION,311.0
0,131661,2016-09-14,CRR,ENTRADA,,
1,131661,2016-09-14,CRR,ENTRADA,COMISION,212.0
2,131661,2016-11-01,CRR,TRATAMIENTO,COMISION,212.0
3,131661,2016-11-08,CRR,TRATAMIENTO,COMISION,212.0
4,131661,2016-11-15,CRR,TRATAMIENTO,COMISION,212.0
5,131661,2016-11-16,CRR,TRATAMIENTO,COMISION,212.0
6,131661,2016-12-06,CRR,TRATAMIENTO,COMISION,212.0
0,137238,2017-10-26,CSS,ENTRADA,,
1,137238,2017-11-01,CSS,ENTRADA,COMISION,314.0
0,138686,2018-03-06,CSS,ENTRADA,,
1,138686,2018-03-13,CSS,ENTRADA,COMISION,311.0
0,133923,2017-03-28,CRR,APRUEBA,,
1,133923,2017-06-05,CRR,TRATAMIENTO,COMISION,1138.0
2,133923,2017-06-12,CRR,TRATAMIENTO,COMISION,1138.0
3,133923,2017-07-03,CRR,TRATAMIENTO,COMISION,1138.0
4,133923,2017-07-10,CRR,TRATAMIENTO,COMISION,1138.0
5,133923,2017-08-07,CRR,TRATAMIENTO,COMISION,1138.0
6,133923,2017-08-28,CRR,TRATAMIENTO,COMISION,1138.0
7,133923,2017-09-11,CRR,TRATAMIENTO,COMISION,1138.0
8,133923,2017-10-02,CRR,TRATAMIENTO,COMISION,1138.0
9,133923,2017-10-09,CRR,TRATAMIENTO,COMISION,1138.0
10,133923,2017-10-23,CRR,TRATAMIENTO,COMISION,1138.0
11,133923,2017-10-30,CRR,TRATAMIENTO,COMISION,1138.0
12,133923,2017-11-06,CRR,TRATAMIENTO,COMISION,1138.0
13,133923,2017-11-13,CRR,TRATAMIENTO,COMISION,1138.0
14,133923,2017-11-20,CRR,TRATAMIENTO,COMISION,1138.0
15,133923,2017-11-27,CRR,TRATAMIENTO,COMISION,1138.0
16,133923,2018-02-19,CRR,TRATAMIENTO,COMISION,1138.0
17,133923,2018-02-20,CRR,TRATAMIENTO,COMISION,1138.0
18,133923,2018-02-26,CRR,TRATAMIENTO,COMISION,1138.0
19,133923,2018-02-27,CRR,TRATAMIENTO,COMISION,1138.0
20,133923,2018-03-19,CRR,TRATAMIENTO,COMISION,1138.0
21,133923,2018-04-02,CRR,TRATAMIENTO,COMISION,1138.0
22,133923,2018-04-09,CRR,TRATAMIENTO,COMISION,1138.0
23,133923,2018-04-16,CRR,TRATAMIENTO,COMISION,1138.0
24,133923,2018-08-06,CRR,TRATAMIENTO,COMISION,1138.0
25,133923,2018-12-27,CRR,APRUEBA,,
0,140077,2018-06-12,CSS,ENTRADA,,
1,140077,2018-06-12,CSS,ENTRADA,COMISION,314.0
2,140077,2018-12-12,CSS,TRATAMIENTO,COMISION,314.0
0,128446,2016-03-02,CSS,ENTRADA,,
1,128446,2016-03-02,CSS,ENTRADA,COMISION,311.0
2,128446,2016-03-08,CSS,TRATAMIENTO,COMISION,311.0
3,128446,2016-03-15,CSS,APRUEBA,COMISION,311.0
4,128446,2016-03-16,CSS,APRUEBA,,
5,128446,2016-03-16,CRR,ENTRADA,,
6,128446,2016-03-16,CRR,ENTRADA,COMISION,218.0
7,128446,2016-03-16,CRR,APRUEBA,,
8,128446,2016-03-18,P.E.,APRUEBA,LEY,19376.0
0,138669,2018-03-06,CRR,ENTRADA,,
1,138669,2018-03-06,CRR,ENTRADA,COMISION,82.0
2,138669,2018-06-13,CRR,TRATAMIENTO,COMISION,82.0
0,131659,2016-09-14,CRR,ENTRADA,,
1,131659,2016-09-14,CRR,ENTRADA,COMISION,75.0
0,130547,2016-06-15,CSS,ENTRADA,,
1,130547,2016-06-15,CSS,APRUEBA,,
2,130547,2016-08-10,CSS,TRATAMIENTO,COMISION,317.0
0,143026,2019-03-25,CSS,ENTRADA,,
1,143026,2019-04-02,CSS,ENTRADA,COMISION,317.0
0,141631,2018-10-24,CRR,ENTRADA,,
1,141631,2018-10-24,CRR,ENTRADA,COMISION,82.0
2,141631,2018-12-12,CRR,TRATAMIENTO,COMISION,82.0
3,141631,2018-12-12,CRR,APRUEBA,,
4,141631,2018-12-13,CSS,ENTRADA,,
5,141631,2018-12-13,CSS,ENTRADA,COMISION,314.0
6,141631,2018-12-19,CSS,APRUEBA,,
7,141631,2018-12-28,P.E.,APRUEBA,LEY,19729.0
0,137770,2017-12-05,CSS,ENTRADA,,
1,137770,2017-12-06,CSS,ENTRADA,COMISION,347.0
0,137016,2017-10-10,CRR,ENTRADA,,
1,137016,2017-10-10,CRR,ENTRADA,COMISION,75.0
0,128297,2016-02-02,CSS,ENTRADA,,
1,128297,2016-02-03,CSS,ENTRADA,COMISION,311.0
0,125764,2015-08-04,CRR,ENTRADA,,
1,125764,2015-08-04,CRR,ENTRADA,COMISION,65.0
2,125764,2015-11-11,CRR,TRATAMIENTO,COMISION,65.0
0,125765,2015-08-04,CRR,ENTRADA,,
1,125765,2015-08-04,CRR,ENTRADA,COMISION,65.0
2,125765,2015-11-11,CRR,TRATAMIENTO,COMISION,65.0
0,137375,2017-11-07,CSS,ENTRADA,,
1,137375,2017-11-07,CSS,ENTRADA,COMISION,317.0
2,137375,2017-11-08,CSS,TRATAMIENTO,COMISION,317.0
3,137375,2017-11-08,CSS,APRUEBA,COMISION,317.0
4,137375,2017-11-22,CSS,APRUEBA,,
5,137375,2017-12-05,CRR,ENTRADA,,
6,137375,2017-12-05,CRR,ENTRADA,COMISION,211.0
7,137375,2017-12-13,CRR,APRUEBA,COMISION,211.0
8,137375,2018-04-03,CRR,APRUEBA,,
9,137375,2018-04-09,P.E.,APRUEBA,LEY,19605.0
0,135589,2017-07-05,CSS,ENTRADA,,
1,135589,2017-07-11,CSS,ENTRADA,COMISION,331.0
0,141546,2018-10-16,CRR,ENTRADA,,
1,141546,2018-10-16,CRR,ENTRADA,COMISION,74.0
2,141546,2018-10-17,CRR,APRUEBA,,
0,136527,2017-09-05,CSS,ENTRADA,,
1,136527,2017-09-13,CSS,ENTRADA,COMISION,311.0
0,126052,2015-08-18,CRR,ENTRADA,,
1,126052,2015-08-18,CRR,ENTRADA,COMISION,1098.0
2,126052,2015-09-15,CRR,TRATAMIENTO,COMISION,1098.0
3,126052,2015-12-01,CRR,TRATAMIENTO,COMISION,1098.0
4,126052,2016-04-05,CRR,TRATAMIENTO,COMISION,1098.0
5,126052,2016-05-10,CRR,TRATAMIENTO,COMISION,1098.0
6,126052,2016-06-07,CRR,TRATAMIENTO,COMISION,1098.0
0,124889,2015-06-08,CSS,ENTRADA,,
1,124889,2015-06-09,CSS,ENTRADA,COMISION,311.0
0,134318,2017-04-04,CRR,ENTRADA,,
1,134318,2017-04-04,CRR,ENTRADA,COMISION,75.0
0,134536,2017-04-26,CSS,ENTRADA,,
1,134536,2017-04-26,CSS,ENTRADA,COMISION,311.0
2,134536,2017-05-02,CSS,TRATAMIENTO,COMISION,311.0
3,134536,2017-05-23,CSS,TRATAMIENTO,COMISION,311.0
4,134536,2017-06-06,CSS,APRUEBA,COMISION,311.0
5,134536,2017-06-14,CSS,APRUEBA,,
6,134536,2017-06-22,CRR,ENTRADA,,
7,134536,2017-06-22,CRR,ENTRADA,COMISION,75.0
8,134536,2017-08-23,CRR,TRATAMIENTO,COMISION,75.0
9,134536,2017-09-20,CRR,TRATAMIENTO,COMISION,75.0
10,134536,2017-09-27,CRR,APRUEBA,COMISION,75.0
11,134536,2017-10-10,CSS,ENTRADA,COMISION,311.0
12,134536,2017-10-10,CSS,APRUEBA,COMISION,311.0
13,134536,2017-10-11,CSS,APRUEBA,,
14,134536,2017-10-20,P.E.,APRUEBA,LEY,19544.0
0,137017,2017-10-10,CRR,ENTRADA,,
1,137017,2017-10-10,CRR,ENTRADA,COMISION,75.0
0,125361,2015-07-07,CRR,ENTRADA,,
1,125361,2015-07-07,CRR,ENTRADA,COMISION,218.0
0,139576,2018-05-08,CSS,ENTRADA,,
1,139576,2018-05-08,CSS,ENTRADA,COMISION,315.0
2,139576,2018-05-31,CSS,APRUEBA,COMISION,315.0
3,139576,2018-06-05,CSS,APRUEBA,,
0,128447,2016-03-02,CSS,ENTRADA,,
0,125605,2015-07-23,CRR,ENTRADA,,
1,125605,2015-07-23,CRR,ENTRADA,COMISION,63.0
2,125605,2015-08-11,CRR,TRATAMIENTO,COMISION,63.0
0,138873,2018-03-14,CSS,ENTRADA,,
1,138873,2018-04-03,CSS,ENTRADA,COMISION,315.0
0,138859,2018-03-13,CSS,ENTRADA,,
1,138859,2018-03-14,CSS,ENTRADA,COMISION,311.0
0,125820,2015-08-05,CRR,ENTRADA,,
1,125820,2015-08-05,CRR,ENTRADA,COMISION,82.0
2,125820,2015-09-15,CRR,TRATAMIENTO,COMISION,82.0
3,125820,2015-10-05,CRR,TRATAMIENTO,COMISION,82.0
4,125820,2015-10-05,CRR,TRATAMIENTO,COMISION,82.0
5,125820,2016-05-03,CRR,TRATAMIENTO,COMISION,82.0
6,125820,2016-05-10,CRR,TRATAMIENTO,COMISION,82.0
7,125820,2016-06-07,CRR,TRATAMIENTO,COMISION,82.0
8,125820,2016-08-10,CRR,TRATAMIENTO,COMISION,82.0
9,125820,2016-08-16,CRR,TRATAMIENTO,COMISION,82.0
10,125820,2016-08-17,CRR,TRATAMIENTO,COMISION,82.0
11,125820,2016-10-04,CRR,TRATAMIENTO,COMISION,82.0
12,125820,2016-11-09,CRR,TRATAMIENTO,COMISION,82.0
13,125820,2016-11-15,CRR,TRATAMIENTO,COMISION,82.0
14,125820,2016-12-07,CRR,TRATAMIENTO,COMISION,82.0
15,125820,2017-05-17,CRR,TRATAMIENTO,COMISION,82.0
16,125820,2018-07-17,CRR,TRATAMIENTO,COMISION,82.0
17,125820,2018-09-12,CRR,TRATAMIENTO,COMISION,82.0
18,125820,2018-10-18,CRR,TRATAMIENTO,COMISION,82.0
0,133071,2016-12-07,CRR,ENTRADA,,
1,133071,2016-12-07,CRR,ENTRADA,COMISION,212.0
2,133071,2016-12-13,CRR,APRUEBA,COMISION,212.0
3,133071,2016-12-13,CRR,APRUEBA,,
0,132804,2016-11-23,CSS,ENTRADA,,
1,132804,2016-11-23,CSS,ENTRADA,COMISION,315.0
2,132804,2017-03-09,CSS,TRATAMIENTO,COMISION,315.0
3,132804,2017-04-20,CSS,TRATAMIENTO,COMISION,315.0
4,132804,2017-05-04,CSS,TRATAMIENTO,COMISION,315.0
5,132804,2017-05-18,CSS,TRATAMIENTO,COMISION,315.0
0,126859,2015-10-06,CRR,ENTRADA,,
1,126859,2015-10-06,CRR,ENTRADA,COMISION,824.0
2,126859,2016-06-08,CRR,TRATAMIENTO,COMISION,824.0
3,126859,2016-07-06,CRR,TRATAMIENTO,COMISION,824.0
4,126859,2016-07-13,CRR,TRATAMIENTO,COMISION,824.0
5,126859,2016-08-10,CRR,TRATAMIENTO,COMISION,824.0
6,126859,2016-09-21,CRR,TRATAMIENTO,COMISION,824.0
0,137773,2017-12-05,CSS,ENTRADA,,
1,137773,2017-12-06,CSS,ENTRADA,COMISION,311.0
0,139992,2018-06-05,CRR,ENTRADA,,
1,139992,2018-06-05,CRR,ENTRADA,COMISION,1159.0
2,139992,2018-07-09,CRR,APRUEBA,COMISION,1159.0
3,139992,2018-07-11,CRR,APRUEBA,,
0,138454,2018-02-20,CSS,ENTRADA,,
1,138454,2018-02-21,CSS,ENTRADA,COMISION,311.0
0,125363,2015-07-07,CSS,ENTRADA,,
1,125363,2015-07-08,CSS,ENTRADA,COMISION,314.0
0,132179,2016-10-19,CRR,ENTRADA,,
1,132179,2016-10-19,CRR,ENTRADA,COMISION,1095.0
2,132179,2016-11-14,CRR,APRUEBA,COMISION,1095.0
3,132179,2016-12-07,CRR,APRUEBA,,
4,132179,2016-12-13,CSS,ENTRADA,,
5,132179,2016-12-13,CSS,ENTRADA,COMISION,945.0
6,132179,2017-08-02,CSS,TRATAMIENTO,COMISION,945.0
0,141815,2018-11-13,CSS,ENTRADA,,
1,141815,2018-11-14,CSS,ENTRADA,COMISION,336.0
0,138468,2018-02-21,CSS,ENTRADA,,
1,138468,2018-02-21,CSS,ENTRADA,COMISION,311.0
0,125217,2015-06-29,CSS,ENTRADA,,
1,125217,2015-07-01,CSS,ENTRADA,COMISION,418.0
2,125217,2015-07-14,CSS,TRATAMIENTO,COMISION,418.0
3,125217,2016-04-12,CSS,TRATAMIENTO,COMISION,418.0
0,136900,2017-10-03,CRR,ENTRADA,,
1,136900,2017-10-03,CRR,ENTRADA,COMISION,75.0
2,136900,2017-12-06,CRR,TRATAMIENTO,COMISION,75.0
3,136900,2017-12-13,CRR,APRUEBA,COMISION,75.0
4,136900,2017-12-20,CRR,APRUEBA,,
5,136900,2017-12-21,CSS,ENTRADA,,
6,136900,2017-12-21,CSS,ENTRADA,COMISION,311.0
7,136900,2018-07-17,CSS,TRATAMIENTO,COMISION,311.0
8,136900,2018-07-24,CSS,APRUEBA,COMISION,311.0
9,136900,2018-08-07,CSS,APRUEBA,,
10,136900,2018-08-17,P.E.,APRUEBA,LEY,19654.0
0,142065,2018-12-05,CRR,ENTRADA,,
1,142065,2018-12-05,CRR,ENTRADA,COMISION,218.0
0,139373,2018-04-20,CSS,ENTRADA,,
1,139373,2018-04-24,CSS,ENTRADA,COMISION,314.0
0,125014,2015-06-16,CSS,ENTRADA,,
1,125014,2015-06-16,CSS,ENTRADA,COMISION,315.0
2,125014,2015-06-16,CSS,APRUEBA,,
3,125014,2015-06-16,CRR,ENTRADA,,
4,125014,2015-06-16,CRR,ENTRADA,COMISION,78.0
5,125014,2015-06-16,CRR,APRUEBA,,
6,125014,2015-06-27,P.E.,APRUEBA,LEY,19325.0
0,124478,2015-05-12,CRR,ENTRADA,,
1,124478,2015-05-12,CRR,ENTRADA,COMISION,63.0
0,126284,2015-09-01,CRR,ENTRADA,,
1,126284,2015-09-01,CRR,ENTRADA,COMISION,1094.0
0,135993,2017-08-01,CSS,ENTRADA,,
1,135993,2017-08-02,CSS,ENTRADA,COMISION,324.0
0,127429,2015-11-17,CSS,ENTRADA,,
1,127429,2015-11-17,CSS,APRUEBA,,
0,137606,2017-11-15,CSS,ENTRADA,,
0,135165,2017-06-07,CSS,ENTRADA,,
1,135165,2017-06-07,CSS,ENTRADA,COMISION,324.0
2,135165,2017-07-05,CSS,APRUEBA,COMISION,324.0
3,135165,2017-07-11,CSS,APRUEBA,,
4,135165,2017-07-24,CRR,ENTRADA,,
5,135165,2017-07-24,CRR,ENTRADA,COMISION,220.0
6,135165,2017-10-11,CRR,APRUEBA,COMISION,220.0
7,135165,2017-11-15,CRR,APRUEBA,COMISION,220.0
8,135165,2017-12-05,CRR,APRUEBA,,
9,135165,2017-12-15,P.E.,APRUEBA,LEY,19569.0
0,138643,2018-03-06,CSS,ENTRADA,,
1,138643,2018-03-06,CSS,ENTRADA,COMISION,314.0
2,138643,2018-04-03,CSS,APRUEBA,,
0,138864,2018-03-13,CSS,ENTRADA,,
1,138864,2018-03-14,CSS,ENTRADA,COMISION,311.0
