detalle,fecha,id_senador,tipo
"Informante en la comisión ASUNTOS ADMINISTRATIVOS (CSS) SOLICITUD DE VENIA                       (Designación): Carpeta: CSS/147/2015; BARBOZA FRANCO, Ruben. ANCAP. VICEPRESIDENTE. DESIGNACION. VENIA.",2015-04-13 00:00:00,5146,INFORMA
"Informante en la comisión ASUNTOS ADMINISTRATIVOS (CSS) SOLICITUD DE VENIA                       (Designación): Carpeta: CSS/157/2015; ACUÑA, Fernando Javier. ANCAP. DIRECTOR. DESIGNACIÓN. VENIA.",2015-04-13 00:00:00,5146,INFORMA
"Presenta el proyecto de resolución. Carpeta: CSS/190/2015; GALEANO, Eduardo. FALLECIMIENTO. HOMENAJE. Se da cuenta al cuerpo:   tomo 534 pág. 235  d.s. 9",2015-04-14 00:00:00,5146,
"Interviene en la discusión. SOLICITUD DE VENIA                       (Designación): Carpeta. CSS/141/2015; GALLI MARISTAN, Heber. LAGOMARSINO PAYSSE, Gabriel Ignacio. OIZ MÁRQUEZ, María del Rosario. BLANCO MARTÍNEZ, Aníbal Carlos. BPS. PRESIDENTE, VICEPRESIDENTE Y DIRECTORES. DESIGNACIÓN. VENIA.  tomo 534 pág. 228  d.s. 9",2015-04-14 00:00:00,5146,INTERVIENE
"Interviene en la discusión. SOLICITUD DE VENIA                       (Designación): Carpeta. CSS/147/2015; BARBOZA FRANCO, Ruben. ANCAP. VICEPRESIDENTE. DESIGNACION. VENIA.  tomo 534 pág. 231  d.s. 9",2015-04-14 00:00:00,5146,INTERVIENE
"Interviene en la discusión. SOLICITUD DE VENIA                       (Designación): Carpeta. CSS/157/2015; ACUÑA, Fernando Javier. ANCAP. DIRECTOR. DESIGNACIÓN. VENIA.  tomo 534 pág. 232  d.s. 9",2015-04-14 00:00:00,5146,INTERVIENE
"Presenta el proyecto de resolución.  Asunto: 125032; GALEANO, EDUARDO. FALLECIMIENTO. HOMENAJE.",2015-04-15 00:00:00,5146,
"Interviene en la discusión. SOLICITUD DE VENIA                       (Designación): Carpeta. CSS/159/2015; LESCANO FRASCHINI, Héctor Carlos. EMBAJADOR EXTRAORDINARIO Y PLENIPOTENCIARIO. DESIGNACIÓN. VENIA  tomo 534 pág. 250  d.s. 10",2015-04-15 00:00:00,5146,INTERVIENE
Interviene en la discusión fundamentando su voto. SOLICITUD DE VENIA                       (Ascenso): Carpeta. CSS/80/2015; CONTRALMIRANTE. ASCENSO. VENIAS.  tomo 534 pág. 261  d.s. 10,2015-04-15 00:00:00,5146,INTERVIENE
"Informante en la comisión ASUNTOS ADMINISTRATIVOS (CSS) SOLICITUD DE VENIA                       (Destitución): Carpeta: CSS/83/2015; LABORDE SUERO, OSCAR OMAR. FUNCIONARIO. MINISTERIO ECONOMIA Y FINANZAS. DESTITUCION. VENIA.",2015-04-22 00:00:00,5146,INFORMA
Presenta la exposicion verbal. Asunto: 124994; MIGRACIONES. TRAGEDIA. EXPOSICIÓN. Efectúa la misma:   tomo 535 pág. 290  d.s. 11,2015-05-05 00:00:00,5146,EXPONE
Interviene en la exposición verbal. EXPOSICION VERBAL:  Asunto: 124994; MIGRACIONES. TRAGEDIA. EXPOSICIÓN.  tomo 535 pág. 290  d.s. 11,2015-05-05 00:00:00,5146,INTERVIENE
Interviene en la discusión general fundamentando su voto. PROYECTO DE LEY: Carpeta. CSS/140/2015 IMPUESTO RENTA PERSONAS FISICAS (IRPF). LIQUIDACION. IMPUESTO PRIMARIA (ANUAL). AJUSTES.  tomo 535 pág. 321  d.s. 11,2015-05-05 00:00:00,5146,INTERVIENE
Interviene en la discusión general. PROYECTO DE LEY: Carpeta. CSS/227/2015; PARLAMENTO MERCOSUR. FUNCIONAMIENTO. DECISION 11/14. APROBACION.  tomo 535 pág. 36  d.s. 12,2015-05-12 00:00:00,5146,INTERVIENE
"Informante en la comisión ASUNTOS ADMINISTRATIVOS (CSS) SOLICITUD DE VENIA                       (Designación): Carpeta: CSS/193/2015; DO MATO HARISPE, Graciela. CONSEJO DIRECTIVO CENTRAL PROVISORIO UNIVERSIDAD TECNOLOGICA. MIEMBRO. DESIGNACION. VENIA.",2015-05-14 00:00:00,5146,INFORMA
"Informante en la comisión ASUNTOS ADMINISTRATIVOS (CSS) SOLICITUD DE VENIA                       (Designación): Carpeta: CSS/201/2015; DIAZ ACOSTA, Alberto. ANP. PRESIDENTE. DESIGNACIÓN. VENIA.",2015-05-14 00:00:00,5146,INFORMA
"Informante en la comisión ASUNTOS ADMINISTRATIVOS (CSS) SOLICITUD DE VENIA                       (Designación): Carpeta: CSS/202/2015; MONTIEL MÉNDEZ, Clever. ANP. VICEPRESIDENTE. DESIGNACIÓN. VENIA.",2015-05-14 00:00:00,5146,INFORMA
"Convocado a la Cámara de Senadores por el  lema , sublema MAS FRENTE AMPLIO PARA MAS DESARROLLO CON IGUALDAD  hasta el 18/03/2015 23:59  tomo 534 pag.0 d.s.5",2015-03-18 00:00:00,2743,
"Convocado a la Cámara de Senadores por el  lema PARTIDO FRENTE AMPLIO, sublema MAS FRENTE AMPLIO PARA MAS DESARROLLO CON IGUALDAD  hasta el 08/04/2015 23:59 Titular: Ayala, Patricia tomo 534 pag.0 d.s.6",2015-04-07 00:00:00,2743,
"Convocado a la Cámara de Senadores por el  lema PARTIDO FRENTE AMPLIO, sublema MAS FRENTE AMPLIO PARA MAS DESARROLLO CON IGUALDAD  hasta el 09/04/2015 23:59 Titular: Ayala, Patricia tomo 534 pag.0 d.s.8",2015-04-09 00:00:00,2743,
"Convocado a la Cámara de Senadores por el  lema PARTIDO FRENTE AMPLIO, sublema MAS FRENTE AMPLIO PARA MAS DESARROLLO CON IGUALDAD  hasta el 16/04/2015 23:59 Titular: Ayala, Patricia tomo 534 pag.0 d.s.9",2015-04-14 00:00:00,2743,
"Presenta el proyecto de resolución.  Asunto: 125032; GALEANO, EDUARDO. FALLECIMIENTO. HOMENAJE.",2015-04-15 00:00:00,2743,
"Convocado a la Cámara de Senadores por el  lema PARTIDO FRENTE AMPLIO, sublema MAS FRENTE AMPLIO PARA MAS DESARROLLO CON IGUALDAD  hasta el 13/05/2015 23:59 Titular: Ayala, Patricia tomo 535 pag.0 d.s.11",2015-05-05 00:00:00,2743,
Presenta la exposicion verbal. Asunto: 125300; BUROCRACIA. REFLEXIONES. EXPOSICIÓN. Efectúa la misma:   tomo 535 pág. 23  d.s. 12,2015-05-12 00:00:00,2743,EXPONE
Interviene en la exposición verbal. EXPOSICION VERBAL:  Asunto: 125300; BUROCRACIA. REFLEXIONES. EXPOSICIÓN.  tomo 535 pág. 23  d.s. 12,2015-05-12 00:00:00,2743,INTERVIENE
Informante en la comisión VIVIENDA Y ORDENAMIENTO TERRIT (CSS) PROYECTO DE LEY: Carpeta: CSS/188/2015; VILLA QUEBRACHO (PAYSANDU). CIUDAD. DECLARATORIA.,2015-05-12 00:00:00,2743,INFORMA
"Convocado a la Cámara de Senadores por el  lema PARTIDO FRENTE AMPLIO, sublema MAS FRENTE AMPLIO PARA MAS DESARROLLO CON IGUALDAD  hasta el 14/05/2015 23:59 Titular: Ayala, Patricia tomo 535 pag.0 d.s.14",2015-05-14 00:00:00,2743,
"Convocado a la Cámara de Senadores por el  lema PARTIDO FRENTE AMPLIO, sublema MAS FRENTE AMPLIO PARA MAS DESARROLLO CON IGUALDAD  hasta el 20/05/2015 23:59 Titular: Ayala, Patricia tomo 535 pag.0 d.s.14",2015-05-19 00:00:00,2743,
"Convocado a la Cámara de Senadores por el  lema PARTIDO FRENTE AMPLIO, sublema MAS FRENTE AMPLIO PARA MAS DESARROLLO CON IGUALDAD  hasta el 28/10/2016 23:59 Titular: Ayala, Patricia tomo 557 pag.0 d.s.38",2016-10-25 00:00:00,2743,
"Convocado a la Cámara de Senadores por el  lema PARTIDO FRENTE AMPLIO, sublema MAS FRENTE AMPLIO PARA MAS DESARROLLO CON IGUALDAD  hasta el 19/02/2017 09:00 Titular: Ayala, Patricia tomo 562 pag.0 d.s.55",2017-02-17 00:00:00,2743,
"Convocado a la Cámara de Senadores por el  lema PARTIDO FRENTE AMPLIO, sublema MAS FRENTE AMPLIO PARA MAS DESARROLLO CON IGUALDAD  hasta el 20/09/2017 11:30 Titular: Ayala, Patricia tomo 569 pag.0 d.s.31",2017-09-16 00:00:00,2743,
"Convocado a la Cámara de Senadores por el  lema PARTIDO FRENTE AMPLIO, sublema MAS FRENTE AMPLIO PARA MAS DESARROLLO CON IGUALDAD  hasta el 17/10/2017 00:00 Titular: Ayala, Patricia tomo 523 pag.0 d.s.290",2017-10-17 00:00:00,2743,
"Convocado a la Cámara de Senadores por el  lema PARTIDO FRENTE AMPLIO, sublema MAS FRENTE AMPLIO PARA MAS DESARROLLO CON IGUALDAD  hasta el 17/11/2017 11:45 Titular: Ayala, Patricia tomo 573 pag.0 d.s.38",2017-11-12 00:00:00,2743,
"Convocado a la Cámara de Senadores por el  lema PARTIDO FRENTE AMPLIO, sublema MAS FRENTE AMPLIO PARA MAS DESARROLLO CON IGUALDAD  hasta el 15/03/2018 23:59 Titular: Ayala, Patricia tomo 578 pag.0 d.s.2",2018-03-13 00:00:00,2743,
"Interviene en la discusión. PROYECTO DE RESOLUCION                   (Homenaje): Carpeta. A.G./128/2018; FERREIRA ALDUNATE, Wilson. FALLECIMIENTO. HOMENAJE.  tomo 98 pág. 22  d.s. 2",2018-03-15 00:00:00,2743,INTERVIENE
"Convocado a la Cámara de Senadores por el  lema PARTIDO FRENTE AMPLIO, sublema MAS FRENTE AMPLIO PARA MAS DESARROLLO CON IGUALDAD  hasta el 10/04/2018 23:59 Titular: Ayala, Patricia tomo 578 pag.0 d.s.5",2018-04-10 00:00:00,2743,
"Convocado a la Cámara de Senadores por el  lema PARTIDO FRENTE AMPLIO, sublema MAS FRENTE AMPLIO PARA MAS DESARROLLO CON IGUALDAD  hasta el 12/04/2018 23:59 Titular: Ayala, Patricia tomo 578 pag.0 d.s.5",2018-04-11 00:00:00,2743,
"Convocado a la Cámara de Senadores por el  lema PARTIDO FRENTE AMPLIO, sublema MAS FRENTE AMPLIO PARA MAS DESARROLLO CON IGUALDAD  hasta el 24/04/2018 23:59 Titular: Ayala, Patricia tomo 579 pag.0 d.s.7",2018-04-24 00:00:00,2743,
"Convocado a la Cámara de Senadores por el  lema PARTIDO FRENTE AMPLIO, sublema MAS FRENTE AMPLIO PARA MAS DESARROLLO CON IGUALDAD  hasta el 26/04/2018 23:59 Titular: Ayala, Patricia tomo 579 pag.0 d.s.7",2018-04-25 00:00:00,2743,
"Convocado a la Cámara de Senadores por el  lema PARTIDO FRENTE AMPLIO, sublema MAS FRENTE AMPLIO PARA MAS DESARROLLO CON IGUALDAD  hasta el 29/05/2018 23:59 Titular: Ayala, Patricia tomo 580 pag.0 d.s.12",2018-05-21 00:00:00,2743,
"Convocado a la Cámara de Senadores por el  lema PARTIDO FRENTE AMPLIO, sublema MAS FRENTE AMPLIO PARA MAS DESARROLLO CON IGUALDAD  hasta el 31/05/2018 23:59 Titular: Ayala, Patricia tomo 580 pag.0 d.s.13",2018-05-30 00:00:00,2743,
"Convocado a la Cámara de Senadores por el  lema PARTIDO FRENTE AMPLIO, sublema MAS FRENTE AMPLIO PARA MAS DESARROLLO CON IGUALDAD  hasta el 06/06/2018 23:59 Titular: Ayala, Patricia tomo 580 pag.0 d.s.11",2018-06-01 00:00:00,2743,
"Convocado a la Cámara de Senadores por el  lema PARTIDO FRENTE AMPLIO, sublema MAS FRENTE AMPLIO PARA MAS DESARROLLO CON IGUALDAD  hasta el 17/09/2018 23:59 Titular: Ayala, Patricia tomo 584 pag.0 d.s.28",2018-09-06 00:00:00,2743,
"Convocado a la Cámara de Senadores por el  lema PARTIDO FRENTE AMPLIO, sublema MAS FRENTE AMPLIO PARA MAS DESARROLLO CON IGUALDAD  hasta el 30/09/2018 10:50 Titular: Ayala, Patricia tomo 584 pag.0 d.s.29",2018-09-22 00:00:00,2743,
Interviene en la discusión particular. PROYECTO DE LEY                          (Rendición de Cuentas): Carpeta. CSS/1150/2018; RENDICION CUENTAS (EJERCICIO 2017). APROBACION  tomo 586 pág. 78  d.s. 32,2018-09-25 00:00:00,2743,INTERVIENE
"Convocado a la Cámara de Senadores por el  lema PARTIDO FRENTE AMPLIO, sublema MAS FRENTE AMPLIO PARA MAS DESARROLLO CON IGUALDAD  hasta el 17/11/2018 23:59 Titular: Ayala, Patricia tomo 588 pag.0 d.s.37",2018-11-15 00:00:00,2743,
"Convocado a la Cámara de Senadores por el  lema PARTIDO FRENTE AMPLIO, sublema MAS FRENTE AMPLIO PARA MAS DESARROLLO CON IGUALDAD  hasta el 02/12/2018 23:59 Titular: Ayala, Patricia tomo 588 pag.0 d.s.37",2018-11-29 00:00:00,2743,
"Convocado a la Cámara de Senadores por el  lema PARTIDO FRENTE AMPLIO, sublema MAS FRENTE AMPLIO PARA MAS DESARROLLO CON IGUALDAD  hasta el 02/04/2019 23:59 Titular: Ayala, Patricia tomo 593 pag.0 d.s.2",2019-04-02 00:00:00,2743,
"Convocado a la Cámara de Senadores por el  lema PARTIDO FRENTE AMPLIO, sublema MAS FRENTE AMPLIO PARA MAS DESARROLLO CON IGUALDAD  hasta el 03/04/2019 13:00 Titular: Ayala, Patricia tomo 593 pag.0 d.s.2",2019-04-03 00:00:00,2743,
"Convocada a la Cámara de Senadores por el  lemaPARTIDO NACIONAL, sublema ALIANZA NACIONAL   tomo 0 pag.0 d.s.0",2015-02-15 00:00:00,9891,
"Convocada a la Cámara de Representantes por el departamento de MONTEVIDEO por el  lema , sublema 2014  hasta el 15/02/2015 00:01  tomo 0 pag.6 d.s.3952",2015-02-15 00:00:00,9891,
Renuncia por opción el 15/02/2015,2015-02-15 00:00:00,9891,
"Interviene en la discusión fundamentando su voto. PROYECTO DE RESOLUCION                   (Elección de Secretario/Prosecretario): Carpeta. CSS/66/2015; MONTERO, José Pedro. SECRETARIO REDACTOR CAMARA SENADORES. DESIGNACIÓN.  tomo 533 pág. 638  d.s. 3",2015-03-03 00:00:00,9891,INTERVIENE
"Interviene en la exposición verbal. EXPOSICION VERBAL:  Asunto: 124672; ""DÍA INTERNACIONAL DE LA MUJER"". PRÓXIMO PERÍODO. DESAFÍOS LEGISLATIVOS. EXPOSICIÓN.  tomo 95 pág. 19  d.s. 3",2015-03-18 00:00:00,9891,INTERVIENE
Solicita pedido de informes a ANTEL*.  Asunto: 123840; PUBLICIDAD OFICIAL. GASTOS. DONACIONES. (2013-2014)ANTEL.,2015-03-20 00:00:00,9891,PEDIDO_DE_INFORME
Solicita pedido de informes a ANTEL*.  Asunto: 123841; ANTEL. PUBLICIDAD Y DONACIONES. INFORMES. Se da cuenta al cuerpo:   tomo 534 pág. 0  d.s. 7,2015-03-20 00:00:00,9891,PEDIDO_DE_INFORME
Solicita pedido de informes a MEF*.  Asunto: 123842; ÁREA DEFENSA CONSUMIDOR (ADECO). CLIENTES ANTEL. PETICIONES. Se da cuenta al cuerpo:   tomo 534 pág. 0  d.s. 7,2015-03-20 00:00:00,9891,PEDIDO_DE_INFORME
Solicita pedido de informes a BROU*.  Asunto: 123843; FONDES. BROU. FONDOS. TRANSFERENCIAS. Se da cuenta al cuerpo:   tomo 534 pág. 0  d.s. 7,2015-03-20 00:00:00,9891,PEDIDO_DE_INFORME
Solicita pedido de informes a ANCAP*.  Asunto: 123844; ANCAP. PUBLICIDAD Y DONACIONES. INFORMES. Se da cuenta al cuerpo:   tomo 534 pág. 0  d.s. 7,2015-03-20 00:00:00,9891,PEDIDO_DE_INFORME
Presenta el proyecto de ley. Carpeta: CSS/172/2015; PACIENTES CON TRATAMIENTO MEDICO EN EL EXTERIOR. TRASLADO. MILLAS PASAJES OFICIALES. USO. Se da cuenta al cuerpo:   tomo 534 pág. 126  d.s. 7,2015-03-24 00:00:00,9891,
"Interviene en la discusión. SOLICITUD DE VENIA                       (Designación): Carpeta. CSS/159/2015; LESCANO FRASCHINI, Héctor Carlos. EMBAJADOR EXTRAORDINARIO Y PLENIPOTENCIARIO. DESIGNACIÓN. VENIA  tomo 534 pág. 248  d.s. 10",2015-04-15 00:00:00,9891,INTERVIENE
Interviene en la exposición verbal. EXPOSICION VERBAL:  Asunto: 124993; MARIHUANA. CONSUMO. AUMENTO. EXPOSICIÓN.  tomo 535 pág. 290  d.s. 11,2015-05-05 00:00:00,9891,INTERVIENE
Presenta la exposicion verbal. Asunto: 124993; MARIHUANA. CONSUMO. AUMENTO. EXPOSICIÓN. Efectúa la misma:   tomo 535 pág. 290  d.s. 11,2015-05-05 00:00:00,9891,EXPONE
"Presenta el proyecto de minuta de comunicación. Carpeta: CSS/225/2015; CIENCIA, TECNOLOGÍA E INNOVACIÓN. MINISTERIO. CREACIÓN. Se da cuenta al cuerpo:   tomo 535 pág. 4  d.s. 12",2015-05-11 00:00:00,9891,
"Presenta el proyecto de ley. Carpeta: CSS/247/2015; ORIBE, Josefa. ESCUELA Nº 183 (MONTEVIDEO). DENOMINACIÓN. Se da cuenta al cuerpo:   tomo 535 pág. 251  d.s. 17",2015-06-02 00:00:00,9891,
"Interviene en la discusión. SOLICITUD DE VENIA                       (Designación): Carpeta. CSS/194/2015; DIGHIERO ARRARTE, Guillermo. EMBAJADOR EXTRAORDINARIO Y PLENIPOTENCIARIO. DESIGNACIÓN. VENIA.  tomo 536 pág. 148  d.s. 19",2015-06-10 00:00:00,9891,INTERVIENE
"Interviene en la discusión. SOLICITUD DE VENIA                       (Designación): Carpeta. CSS/233/2015; GIANELLI DEROIS, Carlos. EMBAJADOR EXTRAORDINARIO Y PLENIPOTENCIARIO. DESIGNACIÓN. VENIA.  tomo 536 pág. 152  d.s. 19",2015-06-10 00:00:00,9891,INTERVIENE
"Presenta el proyecto de resolución. Carpeta: CSS/300/2015; SINGLET, Manuel. FALLECIMIENTO. HOMENAJE.",2015-07-14 00:00:00,9891,
Solicita pedido de informes a ONSC*.  Asunto: 125763; PERSONAS CAPACIDADES DIFERENTES. ORGANISMOS PÚBLICOS. INGRESO (LEY 18651). CUMPLIMIENTO. Se da cuenta al cuerpo:   tomo 540 pág. 8  d.s. 29,2015-08-04 00:00:00,9891,PEDIDO_DE_INFORME
Solicita pedido de informes a INAU*.  Asunto: 125766; ADOPCIÓN. CÓDIGO NIÑEZ Y ADOLESCENCIA. CUMPLIMIENTO. NORMAS. INFORMES. Se da cuenta al cuerpo:   tomo 540 pág. 8  d.s. 29,2015-08-04 00:00:00,9891,PEDIDO_DE_INFORME
Solicita pedido de informes a SIRPA*.  Asunto: 125767; SIRPA. ESTABLECIMIENTOS. RECLUSIÓN. CONDICIONES. INFORMES. Se da cuenta al cuerpo:   tomo 540 pág. 8  d.s. 29,2015-08-04 00:00:00,9891,PEDIDO_DE_INFORME
Presenta la exposicion verbal. Asunto: 126989; INAU. PROBLEMÁTICA RELACIONADA. EXPOSICIÓN Efectúa la misma:   tomo 540 pág. 13  d.s. 29,2015-08-05 00:00:00,9891,EXPONE
Interviene en la exposición verbal. EXPOSICION VERBAL:  Asunto: 126989; INAU. PROBLEMÁTICA RELACIONADA. EXPOSICIÓN  tomo 540 pág. 13  d.s. 29,2015-08-05 00:00:00,9891,INTERVIENE
"Presenta la nota. Asunto: 125837; SENADORA ALONSO, VERÓNICA. INAU. SIRPA. CONVOCATORIA A COMISIÓN. SOLICITUD.",2015-08-07 00:00:00,9891,EXPONE
Interviene en la discusión general. PROYECTO DE LEY: Carpeta. CSS/138/2015; SISTEMA NACIONAL INTEGRADO CUIDADOS. CREACIÓN.  tomo 540 pág. 361  d.s. 30,2015-08-11 00:00:00,9891,INTERVIENE
Interviene en la discusión particular. PROYECTO DE LEY: Carpeta. CSS/138/2015; SISTEMA NACIONAL INTEGRADO CUIDADOS. CREACIÓN.  tomo 540 pág. 412  d.s. 31,2015-08-12 00:00:00,9891,INTERVIENE
Interviene en la discusión particular. PROYECTO DE LEY: Carpeta. CSS/138/2015; SISTEMA NACIONAL INTEGRADO CUIDADOS. CREACIÓN.  tomo 540 pág. 414  d.s. 31,2015-08-12 00:00:00,9891,INTERVIENE
"Interviene en la discusión. SOLICITUD DE VENIA                       (Designación): Carpeta. CSS/311/2015; ROSA NAVARRO, Néstor Alejandro. EMBAJADOR EXTRAORDINARIO Y PLENIPOTENCIARIO. DESIGNACIÓN. VENIA.  tomo 541 pág. 212  d.s. 33",2015-09-01 00:00:00,9891,INTERVIENE
Presenta la exposicion verbal. Asunto: 127361; PIÑEYRO DEL CAMPO. HOSPITAL. EXPOSICIÓN Efectúa la misma:   tomo 541 pág. 255  d.s. 34,2015-09-02 00:00:00,9891,EXPONE
Interviene en la exposición verbal. EXPOSICION VERBAL:  Asunto: 127361; PIÑEYRO DEL CAMPO. HOSPITAL. EXPOSICIÓN  tomo 541 pág. 255  d.s. 34,2015-09-02 00:00:00,9891,INTERVIENE
